direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
158,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12226093,ja,2022/1/31,2022年1月宿泊,5,5,5,ゆっくりできました,和洋室 【じゃらん冬SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,172,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;露天;しいばの湯;山の湯;部屋風呂;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
159,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12210763,ja,2022/1/19,2022年1月宿泊,5,5,4,山の中腹にあるグリーンいっぱいのホテル。,和洋室 【一泊朝食プラン】観光、一人旅にもオススメ《朝食は自家製とろける温泉湯豆腐付》,154,yes,facility_wide,water_texture;crowding,crowding,温泉,우레시노 물성/피부감 또는 온천수 언급; 주의 신호: crowding,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
160,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12203814,ja,2022/1/14,2021年12月宿泊,5,5,5,母と2人旅,和洋室 【じゃらん夏SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,58,yes,public_bath,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,大正屋,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
161,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12202423,ja,2022/1/13,2021年12月宿泊,5,4,5,ゆっくり過ごせる宿,和洋室 【直前割◆お部屋おまかせでお得】大正屋特選牛をメインとしたスタンダード椎葉会席プラン,833,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement;cleanliness;aging_or_access,大浴場;しいばの湯;椎葉山荘;清掃;大正屋,"계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,cleanliness,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
162,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12193135,ja,2022/1/9,2021年12月宿泊,5,5,5,おもてなしが最高！,和洋室 【早期割90】選りすぐりの厳選食材満載◆佐賀牛陶板焼き付プラン《早期予約で2000円引》,360,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,,温泉;椎葉の湯;山の湯;部屋風呂,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
163,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12188401,ja,2022/1/7,2021年11月宿泊,5,4,5,ゆっくりできました,和洋室 【早期割60】大正屋特選牛陶板焼きプラン《早期予約で1000円引》,146,yes,public_bath,public_bath_hot_spring;crowding;booking_confusion,sister_property_movement;crowding,大正屋,"대욕장/공용탕 이용 경험 언급; 주의 신호: sister_property_movement,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
164,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12186367,ja,2022/1/6,2021年11月宿泊,5,4,5,「海山の滋味沁みる」という会席料理が非常に美味！,和洋室 【じゃらん秋SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,765,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;露天;露天風呂;しいばの湯;椎葉山荘;山の湯;檜風呂;内風呂,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
165,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12162916,ja,2021/12/25,2021年12月宿泊,5,5,4,ぜひ1回行ってみてもらいたい宿です。,和洋室 【焼き肉食べ放題】しいばの湯併設セルフレストラン「山法師」にて《ロース・カルビ・地鶏など》,418,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement;cleanliness,温泉;しいばの湯;清掃;送迎,"대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
166,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12155632,ja,2021/12/20,2021年12月宿泊,5,5,5,実質的に家族風呂,和洋室 【じゃらん秋SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,253,yes,family_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;private_bath_experience;booking_confusion,sister_property_movement,温泉;家族風呂;大正屋,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
167,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12141630,ja,2021/12/13,2021年12月宿泊,4,5,3,景色がご馳走のお風呂が最高,和室 【当館人気No1】ワンランク上の口福を◆佐賀牛陶板焼き付プラン《選りすぐりの厳選食材満載》,109,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;露天;露天風呂,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급,positive,body_positive,high,issue_caution_calibration_needed
168,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12138658,ja,2021/12/11,2021年12月宿泊,5,5,5,おもてなしが最高！,和洋室 【じゃらん秋SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,398,yes,public_bath,public_bath_hot_spring;crowding;booking_confusion,sister_property_movement;crowding,大正屋,"대욕장/공용탕 이용 경험 언급; 주의 신호: sister_property_movement,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
169,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12138460,ja,2021/12/11,2021年12月宿泊,5,5,5,お部屋もお風呂もおもてなしも最高!,和洋室 【じゃらん秋SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,353,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;crowding;booking_confusion,sister_property_movement;cleanliness;crowding,温泉;檜風呂;清掃;大正屋,"대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,cleanliness,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
170,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12133153,ja,2021/12/7,2021年12月宿泊,5,5,5,おもてなしが最高です。子供にやさしい宿です。,和洋室 【嬉野産棚田米＆有明海産海苔のお土産付】毎年好評企画◆大正屋特選牛をメインとした椎葉会席プラン,122,yes,unclear,booking_confusion,sister_property_movement,大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
171,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12127296,ja,2021/12/4,2021年11月宿泊,5,5,5,心づくしの宿,和洋室 【当館人気No1】ワンランク上の口福を◆佐賀牛陶板焼き付プラン《選りすぐりの厳選食材満載》,302,yes,public_bath,public_bath_hot_spring,cleanliness;aging_or_access,掃除,"대욕장/공용탕 이용 경험 언급; 주의 신호: cleanliness,aging_or_access",mixed,body_negative_with_context,high,issue_caution_calibration_needed
172,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12125776,ja,2021/12/3,2021年11月宿泊,5,5,5,とても素敵なお宿でした。,和洋室 【当館人気No1】ワンランク上の口福を◆佐賀牛陶板焼き付プラン《選りすぐりの厳選食材満載》,227,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,トロトロ,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급,positive,body_positive,high,issue_caution_calibration_needed
173,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12118032,ja,2021/11/29,2021年11月宿泊,4,5,4,お世話になりました,和洋室 【早期割60】大正屋特選牛陶板焼きプラン《早期予約で1000円引》,442,yes,facility_wide,water_texture;booking_confusion,sister_property_movement,温泉;椎葉山荘;大正屋,우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
174,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12107734,ja,2021/11/23,2021年11月宿泊,5,5,4,美味しい夕食,和洋室 【早期割90】選りすぐりの厳選食材満載◆佐賀牛陶板焼き付プラン《早期予約で2000円引》,164,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,,温泉;露天;露天風呂;大浴場;檜風呂,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
175,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12106113,ja,2021/11/23,2021年11月宿泊,5,5,5,居心地の良いお宿です・・・,和洋室 【早期割90】選りすぐりの厳選食材満載◆佐賀牛陶板焼き付プラン《早期予約で2000円引》,484,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,温泉,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
176,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12100455,ja,2021/11/20,2021年11月宿泊,5,5,4,自然にたたずむ落ち着ける宿,和洋室 【佐賀県民限定◆一人あたり最大5000円クーポン有】大正屋特選牛をメインとした椎葉会席プラン,496,yes,open_air_public_bath;public_bath,public_bath_hot_spring;crowding;booking_confusion,sister_property_movement;cleanliness;crowding,露天;露天風呂;清掃;大正屋,"계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 주의 신호: sister_property_movement,cleanliness,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
177,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12073639,ja,2021/11/6,2021年11月宿泊,5,5,5,お部屋、料理、お風呂どれも良かったです！,和洋室 【じゃらん秋SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,322,yes,unclear,booking_confusion,sister_property_movement;cleanliness,大正屋,"주의 신호: sister_property_movement,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
178,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12071610,ja,2021/11/5,2021年9月宿泊,4,4,5,少食にはきつい。,和洋室 【じゃらん秋SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,108,yes,unclear,booking_confusion,sister_property_movement,大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
179,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12054445,ja,2021/10/26,2021年10月宿泊,4,5,4,ゆっくりできて大満足,和洋室 【いつもより贅沢に】大正屋特選牛陶板焼プラン《四季の彩を味わう椎葉会席》,169,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;山の湯;大正屋,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
180,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12041540,ja,2021/10/17,2021年8月宿泊,3,3,2,有名な宿なので決めました。,和洋室 【焼き肉食べ放題】しいばの湯併設セルフレストラン「山法師」にて《ロース・カルビ・地鶏など》,339,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture,cleanliness,露天;しいばの湯;椎葉の湯,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
181,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12035004,ja,2021/10/12,2021年10月宿泊,5,4,4,満喫しました。,和洋室 【じゃらん秋SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,79,yes,public_bath,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,大正屋,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
182,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12029476,ja,2021/10/10,2021年10月宿泊,5,5,5,変わらぬ佇まい,和洋室 【じゃらん秋SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,157,yes,facility_wide,water_texture;booking_confusion,sister_property_movement,温泉;椎葉山荘;大正屋,우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
183,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12024297,ja,2021/10/5,2021年10月宿泊,4,4,5,ようやく予約がとれた宿,和洋室 【じゃらん夏SALE】５%OFF◆大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,261,yes,room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,椎葉の湯;檜風呂;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
184,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/5.HTML,archive_5,Jalan_12019089,ja,2021/10/1,2021年8月宿泊,4,4,4,景色が最高です。,和室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,190,yes,public_bath,public_bath_hot_spring;crowding;booking_confusion,sister_property_movement;crowding,椎葉山荘;大正屋,"대욕장/공용탕 이용 경험 언급; 주의 신호: sister_property_movement,crowding",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
185,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_12008708,ja,2021/9/24,2021年9月宿泊,4,5,5,居心地がよい旅館,和室 【一泊朝食プラン】観光、一人旅にもオススメ《朝食は自家製とろける温泉湯豆腐付》,95,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;しいばの湯;山の湯;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
186,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11997672,ja,2021/9/15,2021年9月宿泊,5,4,5,期待を裏切らないおもてなし,和洋室 【佐賀県民限定◆一人あたり最大5000円クーポン有】大正屋特選牛をメインとした椎葉会席プラン,401,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;大正屋,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
187,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11995748,ja,2021/9/14,2021年8月宿泊,5,5,5,家族連れ・カップルにおすすめ。露天風呂と客室が特によかった。,和洋室 【佐賀県民限定◆一人あたり最大5000円クーポン有】大正屋特選牛をメインとした椎葉会席プラン,104,yes,unclear,booking_confusion,sister_property_movement,露天;露天風呂;大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
188,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11990768,ja,2021/9/10,2021年8月宿泊,2,4,1,お料理最高に美味しかったです。,和洋室 【佐賀県民限定◆一人あたり最大5000円クーポン有】大正屋特選牛をメインとした椎葉会席プラン,51,yes,unclear,booking_confusion,sister_property_movement,大正屋,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
189,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11980182,ja,2021/8/31,2021年8月宿泊,5,5,5,久しぶりにいきました,和洋室 【佐賀県民限定◆一人あたり最大5000円クーポン有】大正屋特選牛をメインとした椎葉会席プラン,107,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,しいばの湯;山の湯;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
190,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11947123,ja,2021/8/9,2021年8月宿泊,5,5,5,嬉野で泊まるならここ！！,和室 【焼き肉食べ放題】しいばの湯併設セルフレストラン「山法師」にて《ロース・カルビ・地鶏など》,993,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;crowding;booking_confusion,sister_property_movement;insects;crowding,温泉;露天;露天風呂;しいばの湯;椎葉山荘;虫;大正屋,"계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,insects,crowding",mixed,body_negative_with_context,high,issue_caution_calibration_needed
191,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11946003,ja,2021/8/9,2021年7月宿泊,4,4,3,夫婦でゆったり、のんびり,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,146,yes,public_bath,public_bath_hot_spring;booking_confusion,sister_property_movement;cleanliness,椎葉山荘;大正屋,"대욕장/공용탕 이용 경험 언급; 주의 신호: sister_property_movement,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
192,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11938897,ja,2021/8/5,2021年8月宿泊,5,4,5,何度訪れても最高のおもてなし,和洋室 【焼き肉食べ放題】しいばの湯併設セルフレストラン「山法師」にて《ロース・カルビ・地鶏など》,713,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;crowding;booking_confusion,sister_property_movement;insects;cleanliness;crowding,温泉;露天;しいばの湯;椎葉の湯;山の湯;内風呂;美肌;トロトロ,"계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,insects,cleanliness",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
193,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11937232,ja,2021/8/3,2021年8月宿泊,2,4,3,嬉野では一番の旅館だけど,和室 【じゃらんスペシャルウィーク】5％OFF★料理人が焼き上げる大正屋特選牛網焼《生ビール中ジョッキ一杯付》,258,yes,unclear,weak_onsen_feeling;booking_confusion,sister_property_movement,大正屋,주의 신호: sister_property_movement,negative,negative_signal_tag,high,issue_caution_calibration_needed
194,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11932643,ja,2021/7/31,2021年7月宿泊,5,5,5,お風呂が良かった　80代の母も大喜びでした。,和洋室 【じゃらんスペシャルウィーク】5％OFF★料理人が焼き上げる大正屋特選牛網焼《生ビール中ジョッキ一杯付》,184,yes,unclear,booking_confusion,sister_property_movement;cleanliness,掃除;大正屋,"주의 신호: sister_property_movement,cleanliness",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
195,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11920660,ja,2021/7/24,2021年7月宿泊,5,5,5,ゆったりとした時を愉しむ,和室 ◎人気ブランド牛・佐賀牛の陶板焼き会席プラン,252,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,,温泉;山の湯,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
196,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11919647,ja,2021/7/23,2021年7月宿泊,5,5,5,自然を堪能,和洋室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,142,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement;insects,露天;露天風呂;椎葉の湯;虫;大正屋,"계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,insects",mixed,body_negative_with_context,high,issue_caution_calibration_needed
197,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11915905,ja,2021/7/20,2021年7月宿泊,4,5,4,温泉三昧,和洋室 【佐賀県民限定◆一人あたり最大5000円クーポン有】大正屋特選牛をメインとした椎葉会席プラン,176,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;送迎;大正屋,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
198,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11889435,ja,2021/6/28,2021年6月宿泊,5,5,5,山の中の温泉,和洋室 ◎人気ブランド牛・佐賀牛の陶板焼き会席プラン,428,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,insects;cleanliness,温泉;虫;掃除,"대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: insects,cleanliness",mixed,body_negative_with_context,high,issue_caution_calibration_needed
199,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11881331,ja,2021/6/19,2021年6月宿泊,5,5,5,おもてなし　お風呂　ホタル,和洋室 【じゃらん春SALE】大好評！(メインは網焼き）【生ビール１ジョッキ付きプラン】,134,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,温泉;椎葉の湯;山の湯;送迎;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
200,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11871762,ja,2021/6/9,2021年6月宿泊,4,3,4,子連れ旅,和室 【当館スタンダード】大正屋特選牛をメインとした椎葉会席プラン《佐賀の厳選食材を愉しむ》,497,yes,public_bath,public_bath_hot_spring;booking_confusion,sister_property_movement;cleanliness,清掃;大正屋,"대욕장/공용탕 이용 경험 언급; 주의 신호: sister_property_movement,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
201,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11864489,ja,2021/5/31,2021年5月宿泊,5,5,4,おもてなしもお料理もお風呂も最高でした,和洋室 ◎人気ブランド牛・佐賀牛の陶板焼き会席プラン,334,yes,public_bath,public_bath_hot_spring;water_texture,,,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급,positive,body_positive,high,issue_caution_calibration_needed
202,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11830613,ja,2021/4/29,2021年4月宿泊,5,5,5,爺様の常宿が解ったか息子よ,和洋室 【じゃらんスペシャルウィーク】５％OFF■生ビール１ジョッキ付きプランが大好評！,236,yes,facility_wide,water_texture,,温泉,우레시노 물성/피부감 또는 온천수 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
203,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11822162,ja,2021/4/20,2021年4月宿泊,5,5,5,温泉が最高,和洋室 焼肉食べ放題プラン★しいばの湯併設セルフ式レストラン『山法師』,330,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,,温泉;大浴場;しいばの湯;山の湯;とろとろ,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 또는 온천수 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
204,Jalan,https://www.jalan.net/yad387276/kuchikomi/archive/6.HTML,archive_6,Jalan_11821298,ja,2021/4/19,2021年4月宿泊,4,4,4,両親　子供と,和洋室 【じゃらん春SALE】大好評！(メインは網焼き）【生ビール１ジョッキ付きプラン】,327,yes,room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,sister_property_movement,しいばの湯;部屋風呂;大正屋,계류/공용 노천탕 경험 언급; 대욕장/공용탕 이용 경험 언급; 객실 내탕/檜風呂 맥락 언급; 우레시노 물성/피부감 또는 온천수 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
