queue_rank,research_batch,slug,name_ja,name_ko_or_en,area_slug,prefecture,facility_type,initial_tier,initial_onsen_facility_signals,verification_status,source_basis,official_url,google_maps_url,nifty_url,jalan_or_4travel_url,tripadvisor_url,naver_search_url,visible_review_pool_google,visible_review_pool_japanese_review,visible_review_pool_global,visible_review_pool_korean,required_checks,deep_research_priority,notes,source_files
127,T1-03,shirahama-toretore,とれとれの湯,토레토레노유,shirahama,和歌山県,large_day_use_complex,Tier 1,식음/시장 관광동선형 대형 당일온천 후보,needs_review_pool_crosscheck,Nanki Shirahama tourism onsen page,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_west_facility_seed_v0_4_2026-07-03.csv
128,T1-03,akiu-hananoyu-dayuse,ホテル華乃湯 日帰り温泉,호텔 하나노유 당일온천,akiu,宮城県,hotel_dayuse_bath,Tier 1,"아키우 당일온천 추천 노출, 노천/대욕장 후보",needs_review_pool_crosscheck,Jalan/Akiu day-use exposure,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_west_facility_seed_v0_4_2026-07-03.csv
129,T1-03,isawa-spaland,スパランドホテル内藤,스파랜드 호텔 나이토,isawa,山梨県,wellness_spa,Tier 1,"대형 스파/사우나/숙박 겸용, 리뷰풀 후보",needs_review_pool_crosscheck,Isawa/Fuefuki facility seed,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_west_facility_seed_v0_4_2026-07-03.csv
130,T1-03,kawaguchiko-fujiyama-onsen,ふじやま温泉,Fujiyama Onsen,kawaguchiko,山梨県,large_day_use_complex,Tier 1,"후지큐 인접 대형 온천시설, 관광동선/혼잡 신호 후보",needs_review_pool_crosscheck,Kawaguchiko day-use seed,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_west_facility_seed_v0_4_2026-07-03.csv
131,T1-03,kawaguchiko-yurari,富士眺望の湯 ゆらり,후지조망탕 유라리,kawaguchiko,山梨県,large_day_use_complex,Tier 1,"후지산 조망 16종 욕조, 식음/휴게, 손빈방문 가능 신호",needs_review_pool_crosscheck,Official/Yamanashi tourism pages,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_west_facility_seed_v0_4_2026-07-03.csv
132,T1-03,nasu-shikanoyu,那須温泉 鹿の湯,나스온천 시카노유,nasu,栃木県,historic_public_bath,Tier 1,"1300년 역사, 성인 500엔, 탕치권, 강산성 유황천 후보",needs_review_pool_crosscheck,"Official Shikanoyu, Nasu tourism day-use page",,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
133,T1-03,yugawara-kogomenoyu,こごめの湯,코고메노유,yugawara,神奈川県,public_bath_facility,Tier 1,"만요공원 입구 당일온천, 관광동선·공중탕 신호 후보",needs_review_pool_crosscheck,Official Kogome no Yu page,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_west_facility_seed_v0_4_2026-07-03.csv
134,T1-03,ikaho-ishidan-no-yu,石段の湯,이카호 이시단노유,ikaho,群馬県,historic_public_bath,Tier 1,"석단거리 공중탕, 황금탕/관광객 혼잡 신호 후보",needs_review_pool_crosscheck,Ikaho day-use seed,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_west_facility_seed_v0_4_2026-07-03.csv
135,T1-03,ikaho-rotenburo,伊香保露天風呂,이카호 노천탕,ikaho,群馬県,open_air_public_bath,Tier 1,"원천 근처 노천탕, 온천감/운영조건 후보",needs_review_pool_crosscheck,Ikaho day-use seed,,,,,,,,,,,review_pool_count_check; accessible_review_text_check; Korean_demand_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_west_facility_seed_v0_4_2026-07-03.csv
136,T1-03,toba-aquaignis-kataoka,アクアイグニス片岡温泉,아쿠아이그니스 가타오카온천,toba,三重県,wellness_spa,Tier 1,"미에권 스파/식음 복합시설, 도바·이세시마 보강 후보",needs_area_crosscheck,Mie facility seed,,,,,,,,,,,identity_merge_check; official_site_check; map_listing_check; ota_or_review_pool_check,P0,candidate-stage row; do not publish before URL/review-pool verification,nationwide_west_facility_seed_v0_4_2026-07-03.csv
137,T1-03,yuda-kame-no-yu,湯田温泉 亀乃湯,Kame no Yu,yuda,山口県,public_bath_facility,Tier 1,도심형 공동탕과 현지 이용 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
138,T1-03,kaminoyama-shimo-oyu,かみのやま温泉 下大湯,Shimo-Oyu,kaminoyama,山形県,historic_public_bath,Tier 1,가미노야마 대표 공동탕과 현지 이용 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
139,T1-03,kinugawa-kinutaki,鬼怒川公園岩風呂,기누가와공원 이와부로,kinugawa,栃木県,public_bath_facility,Tier 1,"공원 내 당일온천, 로컬/관광객 이용 신호 후보",needs_source_crosscheck,Kinugawa day-use seed,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
140,T1-03,kinugawa-nikko-yumoto-onsenji,日光山温泉寺,닛코산 온천사,nikko-yumoto,栃木県,historic_public_bath,Tier 1,"사찰 온천/탕치형, 유황천·운영시즌 후보",needs_source_crosscheck,Nikko/Kinugawa regional facility seed,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_east_facility_seed_v0_3_2026-07-03.csv
141,T1-03,iizaka-horikiri-yu,飯坂温泉 波来湯,Hakoyu,iizaka,福島県,public_bath_facility,Tier 1,역 인근 현대 공중탕과 당일 이용 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
142,T1-03,bessho-ishiyu,別所温泉 石湯,Ishiyu,bessho,長野県,historic_public_bath,Tier 1,별소온천 공동탕과 역사 신호,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
143,T1-03,bessho-otsukai-yu,別所温泉 大師湯,Daishiyu,bessho,長野県,historic_public_bath,Tier 1,공동탕 순례와 현지형 이용 후보,needs_source_crosscheck,regional tourism source,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_facility_batch_e_v0_6_2026-07-03.csv
