queue_rank,research_batch,slug,name_ja,name_ko_or_en,area_slug,prefecture,property_type,initial_tier,initial_bath_signals,verification_status,source_basis,official_url,google_maps_url,rakuten_url,jalan_url,ikkyu_url,agoda_or_booking_url,naver_search_url,visible_review_pool_google,visible_review_pool_japanese_ota,visible_review_pool_global_ota,visible_review_pool_korean,required_checks,deep_research_priority,notes,source_files
124,T1-03,tamatsukuri-kasuien-minami,玉造温泉 佳翠苑皆美,Kasuien Minami,tamatsukuri,島根県,luxury ryokan,Tier 1,옥상 노천탕과 미인탕 후보,needs_official_crosscheck,Jalan Chugoku room-open-air source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
125,T1-03,tamatsukuri-yunosuke,玉造グランドホテル長生閣,Choseikaku,tamatsukuri,島根県,ryokan hotel,Tier 1,메노우 욕조와 미인탕 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
126,T1-03,echigo-yuzawa-nakaya,越後湯沢温泉 一望千里 御湯宿 中屋,Oyado Nakaya,echigo-yuzawa,新潟県,ryokan,Tier 1,객실 노천탕과 전망 온천 후보,needs_official_crosscheck,Rakuten Echigo Yuzawa room-open-air source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
127,T1-03,echigo-yuzawa-quattro,四季Yuzawa QUATTRO,Shiki Yuzawa Quattro,echigo-yuzawa,新潟県,luxury suite ryokan,Tier 1,전실 원천가케나가시 노천과 내탕 후보,needs_official_crosscheck,Rakuten MyTrip Niigata source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
128,T1-03,echigo-yuzawa-ryugon,ryugon,ryugon,echigo-yuzawa,新潟県,luxury ryokan,Tier 1,설국 고택형 료칸과 온천 체류 후보,needs_official_crosscheck,Rakuten Echigo Yuzawa source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
129,T1-03,echigo-yuzawa-takahan,越後湯沢温泉 雪国の宿 高半,Takahan,echigo-yuzawa,新潟県,historic ryokan,Tier 1,원천가케나가시와 설국 문학성 후보,needs_official_crosscheck,regional high-demand source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
130,T1-03,senami-haginoya,瀬波温泉 瀬波グランドホテル はぎのや,Haginoya,senami,新潟県,ryokan hotel,Tier 1,객실 노천탕 다수와 일본해 해안 온천 후보,needs_official_crosscheck,Rakuten Kaetsu source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
131,T1-03,senami-seiunsou,瀬波温泉 くつろぎの宿 旅館 静雲荘,Seiunsou,senami,新潟県,ryokan,Tier 1,해변 객실 노천탕 후보,needs_official_crosscheck,Rakuten Niigata rotsuki source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
132,T1-03,senami-taikanso,瀬波温泉 大観荘せなみの湯,Taikanso Senami no Yu,senami,新潟県,large ryokan,Tier 1,일본해 전망 노천탕 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
133,T1-03,tsukioka-kahou,月岡温泉 白玉の湯 華鳳,Kahou,tsukioka,新潟県,luxury ryokan,Tier 1,에메랄드 온천과 대형 고급 대욕장 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
134,T1-03,tsukioka-senkei,月岡温泉 摩周,Mashu,tsukioka,新潟県,ryokan,Tier 1,황화수소계 미인탕과 고급 료칸 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
135,T1-03,wakura-kagaya,和倉温泉 加賀屋,Kagaya,wakura,石川県,luxury ryokan,Tier 1,전국 인지도 높은 대형 고급 온천 료칸 후보,needs_official_crosscheck,regional high-demand source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
136,T1-03,yamanaka-kagari-kisshotei,山中温泉 かがり吉祥亭,Kagari Kisshotei,yamanaka,石川県,ryokan,Tier 1,계곡 노천탕과 가족 수요 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
137,T1-03,yamanaka-kayotei,山中温泉 花紫,Hanamurasaki,yamanaka,石川県,luxury ryokan,Tier 1,계곡 전망 고급 료칸과 객실 노천탕 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
138,T1-03,yamanaka-kissho-yamanaka,山中温泉 吉祥やまなか,Kissho Yamanaka,yamanaka,石川県,ryokan,Tier 1,대욕장과 대절탕 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
139,T1-03,yamashiro-araya-totoan,山代温泉 あらや滔々庵,Araya Totoan,yamashiro,石川県,luxury ryokan,Tier 1,야마시로 대표 고급 료칸과 원천 후보,needs_official_crosscheck,Ikkyu Yamashiro ranking source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
140,T1-03,yamashiro-beniya-mukayu,山代温泉 べにや無何有,Beniya Mukayu,yamashiro,石川県,luxury ryokan,Tier 1,객실 노천탕과 고급 온천 체류 후보,needs_official_crosscheck,Ikkyu Yamashiro ranking source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
141,T1-03,yamashiro-rurikoh,山代温泉 瑠璃光,Rurikoh,yamashiro,石川県,ryokan hotel,Tier 1,대욕장과 노천 객실 후보,needs_official_crosscheck,Ikkyu Yamashiro ranking source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
142,T1-03,yamashiro-yunokuni-tensyo,山代温泉 ゆのくに天祥,Yunokuni Tensyo,yamashiro,石川県,large ryokan,Tier 1,복수 대욕장과 객실 노천탕 후보,needs_official_crosscheck,Ikkyu Yamashiro ranking source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
143,T1-03,nyuto-ganiba,乳頭温泉郷 蟹場温泉,Ganiba Onsen,nyuto,秋田県,ryokan,Tier 1,숲속 노천탕과 탕순례 후보,needs_official_crosscheck,Nyuto official source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
144,T1-03,nyuto-kuroyu,乳頭温泉郷 黒湯温泉,Kuroyu Onsen,nyuto,秋田県,ryokan,Tier 1,비탕형 원천 온천과 계절 운영 후보,needs_official_crosscheck,Nyuto official source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
145,T1-03,nyuto-kyukamura,休暇村 乳頭温泉郷,Kyukamura Nyuto Onsenkyo,nyuto,秋田県,public resort hotel,Tier 1,두 종류 원천과 접근성 좋은 숙박 후보,needs_official_crosscheck,Jalan and Qkamura source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
146,T1-03,nyuto-taenoyu,乳頭温泉郷 妙乃湯,Taenoyu,nyuto,秋田県,ryokan,Tier 1,금탕은탕과 노천탕 순례 후보,needs_official_crosscheck,Nyuto official source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
147,T1-03,nyuto-tsurunoyu,乳頭温泉郷 鶴の湯温泉,Tsurunoyu Onsen,nyuto,秋田県,historic ryokan,Tier 1,상징적 혼욕 노천과 탕치형 온천 후보,needs_official_crosscheck,Nyuto official and ranking sources,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
148,T1-03,nyuto-tsurunoyu-yamanoyado,鶴の湯別館 山の宿,Tsurunoyu Yamanoyado,nyuto,秋田県,ryokan,Tier 1,츠루노유 계열 산장형 온천 체류 후보,needs_official_crosscheck,Rakuten Nyuto nearby source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
149,T1-03,nozawa-grand-hotel,野沢温泉 野沢グランドホテル,Nozawa Grand Hotel,nozawa,長野県,ryokan hotel,Tier 1,전망 노천과 객실 노천탕 후보,needs_official_crosscheck,Jalan Nagano/Nozawa ranking source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
150,T1-03,nozawa-kawamotoya,野沢温泉 河一屋旅館,Kawamotoya,nozawa,長野県,ryokan,Tier 1,객실 노천탕과 외탕 접근성 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
151,T1-04,nozawa-sakaya,野沢温泉 旅館さかや,Ryokan Sakaya,nozawa,長野県,ryokan,Tier 1,자가원천과 전통 대욕장 후보,needs_official_crosscheck,regional high-demand source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
152,T1-04,shirahonet-onsen-awano-yu,白骨温泉 泡の湯,Awanoyu,shirahonet,長野県,ryokan,Tier 1,대형 혼욕 노천과 백탁 온천 신호,needs_official_crosscheck,regional high-demand source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
153,T1-04,shirahonet-sasaya,白骨温泉 湯元齋藤旅館,Yumoto Saito Ryokan,shirahonet,長野県,ryokan,Tier 1,백탁 원천과 고급 료칸 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
154,T1-04,shibu-kanaguya,渋温泉 歴史の宿 金具屋,Kanaguya,yudanaka-shibu,長野県,historic ryokan,Tier 1,역사 건축과 다욕장 온천 후보,needs_official_crosscheck,regional high-demand source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
155,T1-04,shibu-kokuya,渋温泉 古久屋,Kokuya,yudanaka-shibu,長野県,ryokan,Tier 1,다원천 내탕과 객실탕 후보,needs_official_crosscheck,regional high-value source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
156,T1-04,shibu-sakaeya,渋温泉 春蘭の宿さかえや,Sakaeya,yudanaka-shibu,長野県,ryokan,Tier 1,객실 노천탕과 외탕 순례 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
157,T1-04,yudanaka-aburaya-tousen,湯田中温泉 あぶらや燈千,Aburaya Tousen,yudanaka-shibu,長野県,ryokan,Tier 1,객실 노천탕과 옥상 노천탕 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
158,T1-04,yudanaka-tsubakino,湯田中温泉 ホテル椿野,Hotel Tsubakino,yudanaka-shibu,長野県,ryokan hotel,Tier 1,객실 노천탕과 전망 대욕장 후보,needs_official_crosscheck,Jalan Nagano keyword source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
159,T1-04,misasa-izanro-iwasaki,三朝温泉 依山楼岩崎,Izanro Iwasaki,misasa,鳥取県,ryokan,Tier 1,라듐 온천과 대형 회유식 대욕장 후보,needs_official_crosscheck,Jalan Chugoku/Shikoku source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
160,T1-04,misasa-mansuirou,三朝温泉 万翆楼,Mansuirou,misasa,鳥取県,ryokan,Tier 1,객실 노천탕과 라듐 온천 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
161,T1-04,kirishima-aubegio-kanko,霧島観光ホテル,AUBEGIO Kirishima Kanko Hotel,kirishima,鹿児島県,ryokan hotel,Tier 1,객실 노천탕과 전망 대욕장 후보,needs_official_crosscheck,Rakuten Kirishima room-open-air source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
162,T1-04,kirishima-gajoen,忘れの里 雅叙苑,Wasureno Sato Gajoen,kirishima,鹿児島県,luxury ryokan,Tier 1,묘켄 온천 고급 객실탕 후보,needs_official_crosscheck,regional high-end source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
163,T1-04,kirishima-hotel,霧島ホテル,Kirishima Hotel,kirishima,鹿児島県,large ryokan hotel,Tier 1,대형 황산 계열 대욕장과 명물 온천 후보,needs_official_crosscheck,regional high-demand source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
164,T1-04,kirishima-lavista,ラビスタ霧島ヒルズ,La Vista Kirishima Hills,kirishima,鹿児島県,resort hotel,Tier 1,객실 노천탕 인기 신호,needs_official_crosscheck,Rakuten rotsuki ranking historic/source follow-up,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
165,T1-04,kirishima-myoken-ishiharaso,妙見石原荘,Myoken Ishiharaso,kirishima,鹿児島県,luxury ryokan,Tier 1,계류 노천과 원천가케나가시 고급 후보,needs_official_crosscheck,Ikkyu Kirishima source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
166,T1-04,kirishima-ryokojin-sanso,旅行人山荘,Ryokojin Sanso,kirishima,鹿児島県,ryokan,Tier 1,전망 노천과 대절 노천탕 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
167,T1-04,kirishima-tenku-no-mori,天空の森,Tenku no Mori,kirishima,鹿児島県,luxury villa,Tier 1,초고급 빌라형 노천탕 후보,needs_official_crosscheck,Ikkyu Kirishima source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
168,T1-04,kirishima-yuyuan,霧島温泉郷 鳥遊ぶ森の宿 ふたり静,Futari Shizuka,kirishima,鹿児島県,luxury ryokan,Tier 1,전실 별동 노천탕 후보,needs_official_crosscheck,regional OTA source,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_d_v0_5_2026-07-03.csv
169,T1-04,jozankei-grand-blissen,グランドブリッセンホテル定山渓,Grand Blissen Hotel Jozankei,jozankei,北海道,hotel ryokan,Tier 1,"Rakuten 가족 온천 랭킹 고평점, 대욕장/객실탕 후보",needs_bath_detail_crosscheck,Rakuten Jozankei family bath ranking,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
170,T1-04,noboribetsu-mahoroba,ホテルまほろば,Hotel Mahoroba,noboribetsu,北海道,large ryokan hotel,Tier 1,대형 대욕장·다양한 욕조·객실 노천탕 후보,needs_bath_detail_crosscheck,Jalan Noboribetsu room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
171,T1-04,yunokawa-chikuba,Tabist 竹葉新葉亭,Chikuba Shinyotei,yunokawa-hakodate,北海道,traditional ryokan,Tier 1,"순수 일본식 료칸, 온천/식사 고평가 후보",needs_bath_detail_crosscheck,Jalan Yunokawa room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
172,T1-04,yunokawa-heiseikan-shiosaitei,平成館 しおさい亭,Heiseikan Shiosaitei,yunokawa-hakodate,北海道,seaside ryokan hotel,Tier 1,"절경 바다 전망 온천숙소, 객실 노천탕 플랜 후보",needs_bath_detail_crosscheck,Jalan Yunokawa room-open-air page,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
173,T1-04,jozankei-suizantei,定山渓第一寶亭留 翠山亭,Jozankei Daiichi Hotel Suizantei,jozankei,北海道,ryokan hotel,Tier 1,"조잔케이 대형 온천숙소, 객실탕 후보",needs_source_crosscheck,Rakuten Top20 area seed,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
174,T1-04,noboribetsu-bourou-noguchi,望楼NOGUCHI登別,Bourou Noguchi Noboribetsu,noboribetsu,北海道,luxury ryokan,Tier 1,노보리베쓰 고급 객실탕/대욕장 후보,needs_source_crosscheck,regional high-demand seed,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_b_v0_3_2026-07-03.csv
175,T1-04,ginzan-kosekiya,銀山温泉 古勢起屋別館,Kosekiya Bekkan,ginzan,山形県,ryokan,Tier 1,온천가 중심 전통 료칸 후보,needs_source_crosscheck,regional OTA source,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
176,T1-04,tamatsukuri-konya,玉造温泉 曲水の庭 ホテル玉泉,Hotel Gyokusen,tamatsukuri,島根県,large ryokan,Tier 1,대형 대욕장과 정원 온천 후보,needs_source_crosscheck,regional OTA source,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
177,T1-04,echigo-yuzawa-hatago-isen,越後湯澤 HATAGO井仙,HATAGO Isen,echigo-yuzawa,新潟県,ryokan hotel,Tier 1,역앞 온천숙소와 대욕장 후보,needs_source_crosscheck,regional OTA source,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
178,T1-04,wakura-niji-to-umi,和倉温泉 虹と海,Niji to Umi,wakura,石川県,ryokan hotel,Tier 1,바다 전망 대욕장과 현대형 료칸 후보,needs_source_crosscheck,regional OTA source,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
179,T1-04,misasa-saiki-bekkan,三朝温泉 斉木別館,Saiki Bekkan,misasa,鳥取県,ryokan,Tier 1,정원 대욕장과 전통 료칸 후보,needs_source_crosscheck,regional OTA source,,,,,,,,,,,,source_url_check; map_listing_check; review_pool_count_check,P2,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_e_v0_6_2026-07-03.csv
180,T1-04,toba-kisara,季さら,Kisara,toba,三重県,private ryokan,Tier 1,객실 노천탕·프라이빗 숙소 후보,needs_official_crosscheck,Toba room-open-air exposure,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
181,T1-04,toba-kisara-bettei-toki,季さら別邸 刻,Toki Kisara Bettei,toba,三重県,luxury ryokan,Tier 1,고급 별저형 객실탕 후보,needs_official_crosscheck,Toba luxury exposure,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
182,T1-04,toyako-lake-suite-konosisu,ザ・レイクスイート湖の栖,The Lake Suite Ko no Sumika,hokkaido-toyako,北海道,lake resort ryokan,Tier 1,호수 전망 객실 노천탕 후보,needs_official_crosscheck,Rakuten rotsuki ranking historic/source follow-up,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
183,T1-04,tokachigawa-seijakubou,全室源泉かけ流し露天風呂付きの宿 清寂房《十勝川モール温泉》,세이자쿠보 / Seijakubou,tokachigawa,北海道,luxury ryokan,Tier 1,전실 원천가케나가시 노천풍로 신호,needs_official_crosscheck,Ikkyu nationwide onsen ranking snippet,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv
184,T1-04,shirahama-kachofugetsu,南紀白浜 和みの湯 花鳥風月,Kachofugetsu,shirahama,和歌山県,ryokan,Tier 1,객실 노천탕/온천 숙소 후보,needs_official_crosscheck,Jalan Shirahama room-open-air page,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
185,T1-04,shirahama-kaishu,白浜温泉 浜千鳥の湯 海舟,Hamachidori no Yu Kaishu,shirahama,和歌山県,seaside ryokan,Tier 1,바다 전망 노천/객실탕 인기 신호,needs_official_crosscheck,Rakuten rotsuki ranking historic/source follow-up,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
186,T1-04,shirahama-sanrakuso,白浜温泉 ホテル三楽荘,Hotel Sanrakuso,shirahama,和歌山県,seaside hotel ryokan,Tier 1,객실 노천탕 인기 신호,needs_official_crosscheck,Rakuten rotsuki ranking historic/source follow-up,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_seed_v0_1_2026-07-03.csv;nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
187,T1-04,shirahama-xyz-speciale,海絶景とギネス認定の宿 全室露天風呂付離れ XYZスペチアーレ,XYZ Speciale,shirahama,和歌山県,detached ryokan,Tier 1,"전실 노천풍로離れ, 해절경·미라바스 신호",needs_official_crosscheck,Ikkyu Shirahama room-open-air ranking,,,,,,,,,,,,official_site_check; bath_or_product_detail_check; map_listing_check; review_pool_count_check,P1,candidate-stage row; do not publish before URL/review-pool verification,nationwide_accommodation_batch_c_v0_4_2026-07-03.csv
