sample_id,platform,provider,review_date,rating,source_url,language,author_hash,lodging_context,onsen_related,bath_area_tags,signal_tags,caution_tags,original_keywords,paraphrase_ko,source_access,included_in_lodging_direct_count,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
enokiya-rakuten_travel-33123470238992,Rakuten Travel,Rakuten Travel,2010-04-23,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123469282067,Rakuten Travel,Rakuten Travel,2009-11-12,5,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,bc4592692e,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123463115987,Rakuten Travel,Rakuten Travel,2019-07-20,3,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,39c82fb82f,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123464284368,Rakuten Travel,Rakuten Travel,2013-10-20,3,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,310959cdd6,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,building_age;pet_friendly_context,湯;予約,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123461911076,Rakuten Travel,Rakuten Travel,2012-01-07,3,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123469485156,Rakuten Travel,Rakuten Travel,2023-06-13,2,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,f2360da42c,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123460397080,Rakuten Travel,Rakuten Travel,2021-05-04,2,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,763b6a5c7e,lodging_direct,False,,,pet_friendly_context;insects,予約,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123463347154,Rakuten Travel,Rakuten Travel,2019-09-12,2,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,温泉;湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123469418113,Rakuten Travel,Rakuten Travel,2009-12-08,2,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,pet_friendly_context,予約,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123476070433,Rakuten Travel,Rakuten Travel,2009-03-31,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123476054377,Rakuten Travel,Rakuten Travel,2009-03-24,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉;湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123476047696,Rakuten Travel,Rakuten Travel,2009-03-24,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123475961848,Rakuten Travel,Rakuten Travel,2009-01-26,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123475829546,Rakuten Travel,Rakuten Travel,2008-08-25,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123475703953,Rakuten Travel,Rakuten Travel,2008-05-20,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123475386488,Rakuten Travel,Rakuten Travel,2007-10-26,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,stairs_or_access,露天;温泉,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123474958479,Rakuten Travel,Rakuten Travel,2007-05-07,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123474970631,Rakuten Travel,Rakuten Travel,2007-04-22,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,crowding;temperature,,待ち,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123474667445,Rakuten Travel,Rakuten Travel,2007-01-20,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,temperature,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123474690867,Rakuten Travel,Rakuten Travel,2007-01-07,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,family_bath,private_bath_experience;crowding,,家族風呂;露天;温泉;湯;待ち,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123474573883,Rakuten Travel,Rakuten Travel,2006-11-25,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,pet_friendly_context,露天風呂;露天;湯;予約,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123474387079,Rakuten Travel,Rakuten Travel,2006-10-01,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123474376650,Rakuten Travel,Rakuten Travel,2006-09-22,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123474107069,Rakuten Travel,Rakuten Travel,2006-07-10,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience;crowding;temperature,,露天風呂;露天;温泉;湯;シャワー;待ち;熱い,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123474072165,Rakuten Travel,Rakuten Travel,2006-06-10,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience;temperature,,露天風呂;露天;温泉,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473963969,Rakuten Travel,Rakuten Travel,2006-05-17,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473923221,Rakuten Travel,Rakuten Travel,2006-05-14,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473890338,Rakuten Travel,Rakuten Travel,2006-04-11,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473866647,Rakuten Travel,Rakuten Travel,2006-03-30,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience;temperature,,露天風呂;露天;温泉,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473764656,Rakuten Travel,Rakuten Travel,2006-02-10,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience;water_texture,,露天風呂;露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 원천·수질 체감 표현이 포함된다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473654830,Rakuten Travel,Rakuten Travel,2005-12-25,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,family_bath;private_bath,private_bath_experience,,家族風呂;露天風呂;露天,세 개의 공용 대절/가족형 탕을 잠그고 쓰는 방식으로 이해한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473613988,Rakuten Travel,Rakuten Travel,2005-12-06,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,crowding;temperature,room_no_shower_or_small_wet_area;insects,湯;シャワー;待ち,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다; 탕 온도나 계절 체감이 언급된다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473540055,Rakuten Travel,Rakuten Travel,2005-11-09,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天;予約,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473496161,Rakuten Travel,Rakuten Travel,2005-10-05,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,stairs_or_access,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473493700,Rakuten Travel,Rakuten Travel,2005-10-02,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience;temperature,,露天風呂;露天;湯;ぬるい,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,body_positive_and_negative,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473474492,Rakuten Travel,Rakuten Travel,2005-09-26,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,water_texture,room_no_shower_or_small_wet_area;pet_friendly_context,温泉;湯;シャワー,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 원천·수질 체감 표현이 포함된다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473470678,Rakuten Travel,Rakuten Travel,2005-09-14,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天;温泉;湯;予約,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473351363,Rakuten Travel,Rakuten Travel,2005-04-20,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,貸切;露天風呂;露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123476452640,Rakuten Travel,Rakuten Travel,2005-03-26,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,family_bath;private_bath,private_bath_experience;temperature,building_age,貸切;家族風呂;露天風呂;露天;温泉;湯;予約,세 개의 공용 대절/가족형 탕을 잠그고 쓰는 방식으로 이해한 후기다; 탕 온도나 계절 체감이 언급된다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123475596731,Rakuten Travel,Rakuten Travel,2005-01-15,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience;temperature,,露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123476031072,Rakuten Travel,Rakuten Travel,2009-03-25,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123475901986,Rakuten Travel,Rakuten Travel,2008-11-22,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123475147559,Rakuten Travel,Rakuten Travel,2007-07-22,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473872157,Rakuten Travel,Rakuten Travel,2006-04-24,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473556811,Rakuten Travel,Rakuten Travel,2005-11-28,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,private_bath,private_bath_experience,,露天風呂;露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473460610,Rakuten Travel,Rakuten Travel,2005-09-23,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,湯,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-rakuten_travel-33123473411706,Rakuten Travel,Rakuten Travel,2005-08-15,0,https://travel.rakuten.co.jp/HOTEL/28502/review.html,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-jalan-1,Jalan,Jalan,2026/5/27,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience;crowding;booking_confusion,,空き,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-jalan-2,Jalan,Jalan,2026/5/27,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience;crowding,,貸切;露天風呂;露天;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-jalan-3,Jalan,Jalan,2026/5/23,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-jalan-4,Jalan,Jalan,2026/4/22,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience,,貸切;温泉,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-jalan-5,Jalan,Jalan,2025/12/1,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,温泉;湯;予約,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-jalan-6,Jalan,Jalan,2025/11/19,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience;crowding;booking_confusion,,湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-jalan-7,Jalan,Jalan,2025/10/20,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-jalan-8,Jalan,Jalan,2025/9/24,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience;crowding,,貸切風呂;貸切;予約;待ち,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-jalan-9,Jalan,Jalan,2025/9/23,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,pet_friendly_context,温泉;湯;大浴場;予約,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-jalan-10,Jalan,Jalan,2025/9/15,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience,,貸切;シャワー,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-jalan-11,Jalan,Jalan,2025/8/31,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience,,貸切;露天風呂;露天,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-jalan-12,Jalan,Jalan,2025/8/25,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience,,貸切風呂;貸切,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-jalan-13,Jalan,Jalan,2025/7/31,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience;temperature,,貸切;温泉,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-jalan-14,Jalan,Jalan,2025/7/30,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience,,貸切風呂;貸切;温泉;湯,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-jalan-15,Jalan,Jalan,2025/7/20,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-jalan-16,Jalan,Jalan,2025/7/16,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience;crowding;booking_confusion,pet_friendly_context,空き,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-jalan-17,Jalan,Jalan,2025/7/8,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,private_bath,private_bath_experience,pet_friendly_context,貸切風呂;貸切;露天;温泉,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,positive,body_positive,high,issue_caution_calibration_needed
enokiya-jalan-18,Jalan,Jalan,2025/7/6,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
enokiya-jalan-19,Jalan,Jalan,2025/7/1,,https://www.jalan.net/yad348760/kuchikomi/,ja,,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-agoda_api-1120908585,Agoda API,Agoda,"May 20, 2026",9.6,https://www.agoda.com/enokiya-ryokan/hotel/yufu-jp.html,en,09090a96f7,lodging_direct,True,family_bath;private_bath,private_bath_experience;crowding,room_no_shower_or_small_wet_area,public bath;shower;available,세 개의 공용 대절/가족형 탕을 잠그고 쓰는 방식으로 이해한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
enokiya-agoda_api-1078556639,Agoda API,Booking.com,"February 09, 2026",9.0,https://www.agoda.com/enokiya-ryokan/hotel/yufu-jp.html,en,84525b0263,lodging_direct,True,facility_wide,facility_wide_hot_spring_mention,,onsen;shower,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다.,direct_readable,True,positive,rating_positive_signal,medium,issue_caution_calibration_needed
enokiya-agoda_api-1056900869,Agoda API,Agoda,"December 02, 2025",9.2,https://www.agoda.com/enokiya-ryokan/hotel/yufu-jp.html,en,66183e16f4,lodging_direct,True,facility_wide,crowding;booking_confusion;temperature,,hot spring;available,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다; 탕 온도나 계절 체감이 언급된다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-agoda_api-1062076157,Agoda API,Booking.com,"November 22, 2025",10.0,https://www.agoda.com/enokiya-ryokan/hotel/yufu-jp.html,en,76f9a187fe,lodging_direct,True,facility_wide,crowding,,onsen;available,숙소 온천 또는 욕장 이용을 넓게 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-agoda_api-931148998,Agoda API,Agoda,"February 19, 2025",10.0,https://www.agoda.com/enokiya-ryokan/hotel/yufu-jp.html,en,8659e575c7,lodging_direct,True,private_bath,private_bath_experience;crowding;booking_confusion,,private onsen;open-air bath;onsen,공용 대절탕을 프라이빗하게 이용하는 경험을 언급한 후기다; 공실 타이밍이나 대기 가능성을 함께 남겼다.,direct_readable,True,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
enokiya-agoda_api-1052561362,Agoda API,Booking.com,"November 13, 2025",9.0,https://www.agoda.com/enokiya-ryokan/hotel/yufu-jp.html,en,a776d12855,lodging_direct,False,,,,,숙박 경험 중심 후기다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
enokiya-agoda_api-803180195,Agoda API,Agoda,"May 07, 2024",10.0,https://www.agoda.com/enokiya-ryokan/hotel/yufu-jp.html,en,4502848c8e,lodging_direct,False,,,pet_friendly_context,,숙박 경험 중심 후기다; 객실 샤워/동선 등 운영 주의 신호가 붙는다.,direct_readable,True,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
