direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
114,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_2,ja,2025/6/25,2025年6月宿泊,5,4,3,食事の彩を初め創作料理の美味しさに満足も、老舗故か残念な点が・・・,【じゃらんのお得な10日間】30％OFF◆東館客室◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,157,yes,facility_wide,water_texture,cleanliness,風呂,우레시노 물성/피부감 언급; 주의 신호: cleanliness,mixed,body_positive_and_negative,high,issue_caution_calibration_needed
115,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_3,ja,2025/6/25,2025年6月宿泊,4,5,3,自家源泉の老舗,【早割60】佐賀の厳選食材を満喫◆佐賀牛会席が早期予約で2000円引《佐賀牛会席◆食事処》,162,yes,public_bath,booking_confusion;public_bath_hot_spring;water_texture,sister_property_movement,お風呂;四季の湯;椎葉山荘;泉質;湯;風呂,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
116,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_4,ja,2025/6/22,2025年6月宿泊,5,5,5,温泉がとても良かったです,【じゃらんのお得な10日間】20％OFF◆庭園側,129,yes,facility_wide,crowding;water_texture,crowding,混雑;温泉,우레시노 물성/피부감 언급; 혼잡 신호 언급; 주의 신호: crowding,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
117,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_5,ja,2025/6/16,2025年6月宿泊,5,5,4,何度でも訪れたい宿,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,161,yes,facility_wide,booking_confusion,sister_property_movement,お風呂;風呂,주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
118,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_6,ja,2025/6/15,2025年5月宿泊,5,4,5,最高の２日間,【特室◆水昌・菊】眼前に臨む日本庭園と檜内風呂付客室、当館最高級会席を味わう《食事処◆松会席》,89,yes,facility_wide,water_texture,,お風呂;風呂,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
119,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_7,ja,2025/6/12,2025年4月宿泊,5,5,5,緑も豊かで心からリラックスできました,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,311,yes,open_air_public_bath,booking_confusion;public_bath_hot_spring,,お風呂;露天;露天風呂;風呂,공용 노천탕 경험 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
120,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_8,ja,2025/6/11,2025年6月宿泊,5,5,5,百年の歴史に裏打ちされた素晴らしい宿,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,363,yes,open_air_public_bath,public_bath_hot_spring;water_texture,sister_property_movement,お風呂;泉質;温泉;湯;美肌;露天;露天風呂;風呂,공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
121,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_9,ja,2025/6/11,2025年6月宿泊,4,4,4,元祖ファミリーで長女の還暦祝,【じゃらんスペシャルウィーク】東館客室◆匠の技が紡ぐ珠玉の逸品◆料理長特選会席《松会席◆食事処》,230,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
122,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_10,ja,2025/6/7,2025年6月宿泊,5,5,5,還暦家族旅行,【じゃらんのお得な10日間】30％OFF◆東館客室◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,326,yes,public_bath,booking_confusion;public_bath_hot_spring;water_texture,sister_property_movement;temperature,大浴場;湯;風呂,"대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,temperature",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
123,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_11,ja,2025/5/31,2025年5月宿泊,4,4,4,歴史を感じる落ち着いた老舗旅館,【じゃらんのお得な10日間】30％OFF◆東館客室◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,327,yes,facility_wide,booking_confusion;water_texture,sister_property_movement,温泉;湯;美人の湯,우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
124,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_12,ja,2025/5/25,2025年5月宿泊,5,5,5,最高な旅になりました,【露天風呂付客室◆東館松琴亭】品格、居心地、余韻を感じる特別空間、嬉野の名湯を満喫《食事処◆松会席》,297,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture,,大浴場;湯;露天;露天風呂;風呂,대욕장/공용탕 이용 경험 언급; 공용 노천탕 경험 언급; 우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
125,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_13,ja,2025/5/25,2025年5月宿泊,4,5,5,嬉野温泉で100年続く老舗旅館、さすがです。,【迷ったらコチラ】生ビール中一杯付プラン《藤会席◆食事処》,363,yes,open_air_public_bath,booking_confusion;public_bath_hot_spring;water_texture,sister_property_movement,椎葉山荘;泉質;温泉;露天;露天風呂;風呂,공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
126,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_14,ja,2025/5/22,2025年4月宿泊,5,5,5,全て満足,【迷ったらコチラ】生ビール中一杯付プラン《藤会席◆食事処》,62,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
127,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_15,ja,2025/5/20,2025年5月宿泊,5,4,5,絶品料理に大満足です！,【料理グレードアップ】趣向を凝らした珠玉の逸品◆匠の技が織りなす料理長特選会席《松会席◆食事処》,266,yes,facility_wide,water_texture,,温泉;湯,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
128,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_16,ja,2025/5/19,2025年5月宿泊,5,5,4,100年間に亘って支持されている理由がわかる宿,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,320,yes,open_air_public_bath,booking_confusion;public_bath_hot_spring;water_texture,sister_property_movement,お風呂;泉質;温泉;湯;美肌;露天;露天風呂;風呂,공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
129,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_17,ja,2025/5/19,2025年5月宿泊,5,5,5,素敵な老舗旅館,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,308,yes,facility_wide,booking_confusion;water_texture,aging_or_access,温泉;湯,우레시노 물성/피부감 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
130,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_18,ja,2025/5/15,2025年5月宿泊,5,4,5,歴史ある旅館に泊まれて満足です。,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,145,yes,facility_wide,booking_confusion,,お風呂;風呂,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
131,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_19,ja,2025/5/11,2025年5月宿泊,5,4,4,両親の金婚式祝いで利用,【記念日プラン】大切な時間を大切な仲間や家族とともアニバーサリープラン《藤会席◆食事処》,269,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
132,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_20,ja,2025/5/11,2025年5月宿泊,4,5,4,お料理の美味しい老舗旅館♪,【杉木立の日本庭園を臨む】温泉内風呂付庭園側,119,yes,public_bath,public_bath_hot_spring;water_texture,,お風呂;大浴場;温泉;風呂,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
133,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_21,ja,2025/5/7,2025年5月宿泊,4,5,5,食事とおもてなし,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,56,yes,facility_wide,water_texture,,温泉;湯;美肌;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
134,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_22,ja,2025/5/6,2025年3月宿泊,5,4,4,おもてなし素敵です,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,128,yes,facility_wide,booking_confusion,,お風呂;風呂,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
135,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_23,ja,2025/5/4,2025年5月宿泊,5,5,3,おもてなし、気配り、目配り、どれも素晴らしい,【料理グレードアップ】趣向を凝らした珠玉の逸品◆匠の技が織りなす料理長特選会席《松会席◆食事処》,375,yes,facility_wide,water_texture,,お風呂;風呂,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
136,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_24,ja,2025/5/1,2025年4月宿泊,5,5,4,ゆっくり夫婦旅,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,61,yes,facility_wide,water_texture,,お風呂;風呂,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
137,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_25,ja,2025/4/25,2025年4月宿泊,5,4,5,友人と古希、還暦旅行,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,273,yes,facility_wide,booking_confusion;water_texture,,温泉;湯,우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
138,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_26,ja,2025/4/25,2025年4月宿泊,5,5,4,一流の老舗旅館,【じゃらんスペシャルウィーク】東館客室◆匠の技が紡ぐ珠玉の逸品◆料理長特選会席《松会席◆食事処》,325,yes,unclear,booking_confusion,,椎葉山荘,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
139,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_27,ja,2025/4/24,2025年4月宿泊,5,5,5,従業員の方がとても暖かく、温泉も最高！,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,581,yes,open_air_public_bath;public_bath,booking_confusion;public_bath_hot_spring;water_texture,sister_property_movement,しいばの湯;とろみ;四季の湯;温泉;湯;露天;露天風呂;風呂,대욕장/공용탕 이용 경험 언급; 공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
140,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_28,ja,2025/4/16,2025年4月宿泊,4,5,5,露天風呂最高,【じゃらんスペシャルウィーク】料理グレードアップ◆匠の技が紡ぐ料理長特選会席《松会席◆食事処》,201,yes,open_air_public_bath,public_bath_hot_spring;water_texture,temperature,湯;露天;露天風呂;風呂,공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
141,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_29,ja,2025/4/15,2025年4月宿泊,5,5,5,ゆったり寛げる宿,【杉木立の日本庭園を臨む】温泉内風呂付庭園側,106,yes,facility_wide,water_texture,,お風呂;温泉;湯;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
142,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/,archive_1,Jalan_archive_1_30,ja,2025/4/13,2025年4月宿泊,4,4,2,母の還暦祝い,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,75,yes,facility_wide,booking_confusion;water_texture,,温泉,우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
143,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_1,ja,2025/4/12,2025年4月宿泊,4,4,4,泊まって安心な宿,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,63,yes,facility_wide,water_texture,,お風呂;温泉;湯;美肌;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
144,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_2,ja,2025/4/5,2025年3月宿泊,4,4,4,大きい宿,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,81,yes,open_air_public_bath,booking_confusion;public_bath_hot_spring,sister_property_movement,露天;露天風呂;風呂,공용 노천탕 경험 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
145,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_3,ja,2025/3/30,2025年3月宿泊,5,5,5,言う事なしの最高な宿,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,296,yes,facility_wide,water_texture,,泉質;温泉;湯;美肌,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
146,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_4,ja,2025/3/30,2025年3月宿泊,4,4,3,温泉が良かったです。,【スタンダードプラン】美肌温泉に癒される湯治旅◆郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,90,yes,facility_wide,booking_confusion;water_texture,,温泉;湯;美肌,우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
147,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_5,ja,2025/3/27,2025年3月宿泊,5,5,5,おもてなしの心溢れる接客,【迷ったらコチラ】生ビール中一杯付プラン《藤会席◆食事処》,184,yes,facility_wide,water_texture,aging_or_access,お風呂;風呂,우레시노 물성/피부감 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
148,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_6,ja,2025/3/25,2025年3月宿泊,4,4,3,温泉に緑に癒されました,【嬉野産棚田米＆有明海産海苔のお土産付】郷土の旬菜彩る大正屋特選牛付会席《藤会席◆食事処》,193,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture,sister_property_movement,お風呂;しいばの湯;大浴場;温泉;湯;露天;露天風呂;風呂,대욕장/공용탕 이용 경험 언급; 공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
149,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_7,ja,2025/3/25,2025年3月宿泊,5,5,5,料理もお風呂も立地も最高,【料理グレードアップ】趣向を凝らした珠玉の逸品◆匠の技が織りなす料理長特選会席《松会席◆食事処》,327,yes,open_air_public_bath;public_bath,public_bath_hot_spring;water_texture,sister_property_movement,お風呂;椎葉山荘;湯;滝の湯;露天;露天風呂;風呂,대욕장/공용탕 이용 경험 언급; 공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
150,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_8,ja,2025/3/21,2025年3月宿泊,5,5,4,常宿にしたい宿,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,146,yes,facility_wide,booking_confusion;water_texture,,お風呂;湯;美人の湯;風呂,우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
151,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_9,ja,2025/3/19,2025年3月宿泊,5,5,4,おもてなし最高の老舗旅館,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,100,yes,unclear,booking_confusion,,,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
152,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_10,ja,2025/3/16,2025年3月宿泊,4,4,3,お風呂がよかったです,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,65,yes,facility_wide,booking_confusion;water_texture,,お風呂;泉質;風呂,우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
153,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_11,ja,2025/3/16,2025年3月宿泊,5,5,5,お祝いにもおすすめ！,【記念日プラン】大切な時間を大切な仲間や家族とともアニバーサリープラン《藤会席◆食事処》,149,yes,facility_wide,water_texture,,お風呂;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
154,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_12,ja,2025/3/15,2025年3月宿泊,5,4,5,年配者の旅行に最適,【料理グレードアップ】趣向を凝らした珠玉の逸品◆匠の技が織りなす料理長特選会席《松会席◆食事処》,77,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
155,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_13,ja,2025/3/14,2025年2月宿泊,5,5,5,三世代の子連れ旅行には最高,【最高峰客室◆衆芳亭】優雅と静寂が織りなす日本庭園と和空間、匠の技冴える珠玉の会席《食事処◆松会席》,79,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
156,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_14,ja,2025/3/10,2025年3月宿泊,5,5,5,家族旅行,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,50,yes,unclear,booking_confusion;water_texture,,泉質,우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
157,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_15,ja,2025/3/10,2025年3月宿泊,5,5,5,お湯がトロトロ美肌の湯,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,192,yes,facility_wide,booking_confusion;water_texture,sister_property_movement,お風呂;温泉;湯;美肌;風呂,우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
158,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_16,ja,2025/3/9,2025年2月宿泊,5,4,4,食事が最高,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,59,yes,facility_wide,water_texture,,湯,우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
159,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_17,ja,2025/3/8,2025年3月宿泊,3,1,3,食事は美味しいですが、お風呂は改善希望,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,303,yes,open_air_public_bath;public_bath,booking_confusion;public_bath_hot_spring;water_texture,,お風呂;しいばの湯;サウナ;四季の湯;湯;滝の湯;露天;露天風呂,대욕장/공용탕 이용 경험 언급; 공용 노천탕 경험 언급; 우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
160,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_18,ja,2025/3/5,2025年1月宿泊,5,5,4,ご褒美にぴったり,【じゃらんのお得な10日間】30％OFF◆東館客室◆匠の技が紡ぐ珠玉の料理長特選会席《松会席◆食事処》,322,yes,facility_wide,water_texture,,温泉;湯,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
161,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_19,ja,2025/2/26,2025年2月宿泊,5,5,5,おもてなしが最高,【早割60】佐賀の厳選食材を満喫◆佐賀牛会席が早期予約で2000円引《佐賀牛会席◆食事処》,64,yes,facility_wide,booking_confusion;water_texture,aging_or_access,温泉,우레시노 물성/피부감 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
162,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_20,ja,2025/2/25,2025年1月宿泊,3,2,3,期待したほどでは、なかった,【じゃらんスペシャルウィーク】東館客室◆匠の技が紡ぐ珠玉の逸品◆料理長特選会席《松会席◆食事処》,93,yes,facility_wide,water_texture,,お風呂;温泉;湯;風呂,우레시노 물성/피부감 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
163,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_21,ja,2025/2/21,2025年1月宿泊,5,5,5,お風呂めぐりが良い,【じゃらんのお得な10日間】30％OFF◆東館客室◆匠の技が紡ぐ珠玉の料理長特選会席《松会席◆食事処》,89,yes,facility_wide,water_texture,,お風呂;風呂,우레시노 물성/피부감 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
164,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_22,ja,2025/2/18,2025年2月宿泊,5,5,5,両親のお祝いをしました。最高のおもてなしでした。,【当館人気No1プラン】佐賀の厳選食材を満喫◆佐賀牛陶板焼＆旬菜＆鮮魚など《佐賀牛会席◆食事処》,148,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
165,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_23,ja,2025/2/18,2025年2月宿泊,5,5,4,温泉と食事が最高でした,【じゃらんのお得な10日間】30％OFF◆東館客室◆匠の技が紡ぐ珠玉の料理長特選会席《松会席◆食事処》,399,yes,public_bath;room_bath,public_bath_hot_spring;room_bath_hot_spring;water_texture,,お風呂;四季の湯;温泉;湯;滝の湯;美肌;風呂,대욕장/공용탕 이용 경험 언급; 객실탕/객실 노천탕 맥락 언급; 우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
166,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_24,ja,2025/2/13,2025年2月宿泊,5,4,4,今回私の還暦祝いに大正屋さんに宿泊させていただきました,【迷ったらコチラ】生ビール中一杯付プラン《藤会席◆食事処》,278,yes,public_bath;room_bath,booking_confusion;public_bath_hot_spring;room_bath_hot_spring;water_texture,,大浴場;温泉;部屋風呂;風呂,대욕장/공용탕 이용 경험 언급; 객실탕/객실 노천탕 맥락 언급; 우레시노 물성/피부감 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
167,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_25,ja,2025/2/13,2025年2月宿泊,5,4,4,傘寿のお祝い,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,123,yes,unclear,booking_confusion,,,온천 언급 없는 숙박 경험 리뷰.,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
168,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_26,ja,2025/2/12,2025年2月宿泊,3,3,2,おもてなしが最高,【早割30】旬菜彩る大正屋特選牛付会席が早期予約で1000円引《藤会席◆食事処》,69,yes,open_air_public_bath,booking_confusion;public_bath_hot_spring;water_texture,aging_or_access,温泉;露天;露天風呂;風呂,공용 노천탕 경험 언급; 우레시노 물성/피부감 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
169,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_27,ja,2025/2/11,2025年2月宿泊,5,4,5,総合的に良い宿,【じゃらんスペシャルウィーク】東館客室◆匠の技が紡ぐ珠玉の逸品◆料理長特選会席《松会席◆食事処》,377,yes,room_bath,room_bath_hot_spring;water_texture,sister_property_movement,お風呂;温泉;湯;風呂,객실탕/객실 노천탕 맥락 언급; 우레시노 물성/피부감 언급; 주의 신호: sister_property_movement,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
170,Jalan,https://www.jalan.net/yad321819/kuchikomi/archive/2.HTML,archive_2,Jalan_archive_2_28,ja,2025/2/10,2025年1月宿泊,4,5,5,おもてなしが最高（温泉も）,【じゃらんのお得な10日間】20％OFF◆庭園側,82,yes,public_bath,public_bath_hot_spring;water_texture,,四季の湯;泉質;温泉;湯,대욕장/공용탕 이용 경험 언급; 우레시노 물성/피부감 언급,positive,body_positive,high,issue_caution_calibration_needed
