direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
160,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14906180,ja,2025/11/24,2025年11月宿泊,4,3,4,家族でゆったり過ごすのにぴったり。,ツイン 【夕食19：30お約束でお得に滞在】ワンランク上の贅沢/特選佐賀牛＆厳選若楠豚のグルメ焼肉プラン,53,yes,public_bath,public_bath_hot_spring,,,대욕장/공용탕/사우나 맥락 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
161,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14891418,ja,2025/11/18,2025年11月宿泊,4,4,4,食事が美味しい！,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,67,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
162,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14891075,ja,2025/11/18,2025年11月宿泊,5,4,4,おもてなしが最高・・・,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,250,yes,room_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture,temperature,大浴場,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
163,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14886946,ja,2025/11/16,2025年11月宿泊,4,5,4,美肌の湯最高！,和室 【じゃらんのお得な10日間】和洋ビュッフェでモーニング！グループやファミリーにおすすめ！1泊朝食プラン,144,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;内湯;美肌;古い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
164,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14867818,ja,2025/11/9,2025年10月宿泊,4,-,4,食事がとてもおいしい,ツイン 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,268,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉;大浴場,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
165,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14865390,ja,2025/11/8,2025年11月宿泊,5,5,5,温泉が最高です,和室 【じゃらんのお得な10日間】和洋ビュッフェでモーニング！グループやファミリーにおすすめ！1泊朝食プラン,128,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;美肌,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
166,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14862280,ja,2025/11/7,2025年10月宿泊,3,3,2,老舗お宿で趣きがあった。,和室 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,288,yes,facility_wide,water_texture;booking_confusion,operation_recheck;aging_or_access,温泉,"우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
167,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14861431,ja,2025/11/6,2025年11月宿泊,4,4,4,良かった。,和室 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,53,no,unclear,booking_confusion,aging_or_access,,주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
168,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14854723,ja,2025/11/3,2025年10月宿泊,5,5,2,料理、温泉、スタッフのホスピタリティ、本当に最高!,和室 【じゃらんスペシャルウィーク】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,251,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
169,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14852166,ja,2025/11/3,2025年10月宿泊,5,5,5,夕食とお風呂が大変満足でした,和室 【じゃらんスペシャルウィーク】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,124,yes,public_bath,public_bath_hot_spring,,,대욕장/공용탕/사우나 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
170,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14848702,ja,2025/11/1,2025年10月宿泊,4,4,4,夕食は素晴らしかったです,和室 【夕食19：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,112,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
171,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14846226,ja,2025/10/31,2025年10月宿泊,5,5,5,奮発した甲斐があった,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,56,yes,public_bath,public_bath_hot_spring,,サウナ,대욕장/공용탕/사우나 맥락 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
172,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14845366,ja,2025/10/31,2025年10月宿泊,4,4,4,昭和レトロな雰囲気で最高,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,54,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
173,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14845136,ja,2025/10/30,2025年10月宿泊,5,5,5,食事が良かった,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,175,yes,facility_wide,water_texture;crowding,crowding,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: crowding,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
174,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14842504,ja,2025/10/29,2025年10月宿泊,1,1,1,残念過ぎでした,和室 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,370,no,unclear,booking_confusion,operation_recheck,,주의 신호: operation_recheck,negative,low_rating_negative_body,high,issue_caution_calibration_needed
175,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14838540,ja,2025/10/27,2025年10月宿泊,4,4,3,義両親との旅行,和室 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,281,yes,facility_wide,water_texture,cleanliness,温泉;清掃,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
176,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14837917,ja,2025/10/27,2025年10月宿泊,3,4,3,主人の還暦旅行,和室 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,229,yes,facility_wide,water_texture;booking_confusion,operation_recheck,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
177,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14807289,ja,2025/10/14,2025年10月宿泊,5,5,4,朝食バイキング最高でした！,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,56,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
178,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14805914,ja,2025/10/14,2025年10月宿泊,5,5,5,おもてなしが最高,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,334,no,unclear,booking_confusion,operation_recheck,,주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
179,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14797352,ja,2025/10/12,2025年9月宿泊,4,3,3,お酒とお料理で大満足,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,261,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,positive,body_positive,high,issue_caution_calibration_needed
180,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14796446,ja,2025/10/11,2025年10月宿泊,5,4,4,クオリティの高い料理に舌鼓,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,85,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
181,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14787446,ja,2025/10/7,2025年10月宿泊,5,5,5,料理も接客も凄く良かった。,和室 【じゃらんスペシャルウィーク】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,88,yes,public_bath,public_bath_hot_spring,,,대욕장/공용탕/사우나 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
182,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14779277,ja,2025/10/4,2025年9月宿泊,2,5,2,HPが魅力的で,ツイン 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,228,yes,public_bath,public_bath_hot_spring,cleanliness,大浴場;掃除,대욕장/공용탕/사우나 맥락 언급; 주의 신호: cleanliness,mixed,body_negative_with_context,high,issue_caution_calibration_needed
183,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14773036,ja,2025/10/1,2025年9月宿泊,4,1,5,水明荘やっぱり良いです,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,306,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,温泉;美肌,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
184,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14772183,ja,2025/10/1,2025年9月宿泊,4,4,3,ゆっくり寛げました。,ツイン 【会～迷ったらこちら】旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,97,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,トロトロ,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
185,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14772084,ja,2025/9/30,2025年9月宿泊,3,4,3,ゆっくりとした時間を過ごせる,和室 遅めの夏休み、今こそ行こう！夏の余韻ステイ「朝食は和洋ビュッフェ」1泊朝食付プラン,339,yes,room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture;crowding;booking_confusion,operation_recheck;aging_or_access;temperature;crowding,露天;大浴場;古い,"객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access,temperature",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
186,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14771325,ja,2025/9/30,2025年9月宿泊,5,5,5,心安らぐ宿,和室 【Yohaku Lab創香室】世界にひとつ★貴方だけのフレグランスバッグ創香体験付プラン,117,yes,room_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring,,部屋風呂,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
187,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14769861,ja,2025/9/30,2025年9月宿泊,5,5,5,お気に入りのお宿になりました。,和室 【じゃらんのお得な10日間】ワンランク上の贅沢温泉湯豆腐スープで味わう佐賀牛＆若楠豚しゃぶしゃぶプラン,158,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
188,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14769221,ja,2025/9/29,2025年9月宿泊,4,5,3,テーマパークみたい,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,280,yes,public_bath,public_bath_hot_spring;water_texture,,大浴場,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
189,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14769044,ja,2025/9/29,2025年9月宿泊,5,5,5,また泊まりたいと思える嬉野の宿,和室 遅めの夏休み、今こそ行こう！夏の余韻ステイ「利休懐石」プラン,596,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;露天;露天風呂;美肌,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
190,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14766554,ja,2025/9/28,2025年9月宿泊,5,5,5,何度来ても素敵なリゾート感,和室 【会～迷ったらこちら】旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,173,yes,facility_wide,water_texture;booking_confusion,aging_or_access,温泉;源泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
191,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14757513,ja,2025/9/24,2025年7月宿泊,5,5,4,嬉野温泉活気あり！,和室 【じゃらんスペシャルウィーク】和洋ビュッフェでモーニング！1泊朝食付プラン,293,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,温泉;広い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
192,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14753945,ja,2025/9/23,2025年9月宿泊,4,5,3,泉質が最高　施設が充実！,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,75,yes,facility_wide,water_texture,,,우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
193,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14747290,ja,2025/9/21,2025年9月宿泊,4,4,3,いい旅行が出来ました,和室 遅めの夏休み、今こそ行こう！夏の余韻ステイ「温泉湯豆腐と牛豚しゃぶしゃぶ」プラン,55,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
194,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14745829,ja,2025/9/20,2025年9月宿泊,5,5,5,タワー棟野天風呂付き部屋最高,ツイン 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,190,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;古い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
195,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14740826,ja,2025/9/18,2025年9月宿泊,4,5,4,おもてなし最高,和室 遅めの夏休み、今こそ行こう！夏の余韻ステイ「利休懐石」プラン,155,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;トロトロ,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
196,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14739958,ja,2025/9/18,2025年8月宿泊,4,5,4,広い大浴場、美味しかった夕食の日本料理,和室 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,114,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;大浴場;広い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
197,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14739211,ja,2025/9/17,2025年9月宿泊,4,5,3,夕食が良かった！,和室 【じゃらんアワード受賞記念プラン】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,107,yes,open_air_public_bath;public_bath,public_bath_hot_spring;booking_confusion,operation_recheck,露天;露天風呂;浮世風呂,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
198,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14739053,ja,2025/9/17,2025年9月宿泊,3,3,3,なにか気になる点が多い,和室 遅めの夏休み、今こそ行こう！夏の余韻ステイ「温泉湯豆腐と牛豚しゃぶしゃぶ」プラン,374,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access;cleanliness,温泉;露天;大浴場;清掃,"공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access,cleanliness",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
199,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14737878,ja,2025/9/17,2025年9月宿泊,4,5,3,お風呂がよかった。,和室 【じゃらんスペシャルウィーク】和洋ビュッフェでモーニング！1泊朝食付プラン,61,yes,public_bath,public_bath_hot_spring;water_texture,,,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
200,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14737083,ja,2025/9/17,2025年9月宿泊,3,3,1,部屋が古すぎる,和室 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,152,yes,room_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring,temperature,古い,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 주의 신호: temperature,mixed,body_negative_with_context,high,issue_caution_calibration_needed
201,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14727013,ja,2025/9/13,2025年8月宿泊,4,4,4,癒し,和室 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,50,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;露天;露天風呂,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
202,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14726232,ja,2025/9/13,2025年9月宿泊,4,4,3,広すぎる,和室 遅めの夏休み、今こそ行こう！夏の余韻ステイ「利休懐石」プラン,68,yes,public_bath,public_bath_hot_spring;booking_confusion,aging_or_access,大浴場,대욕장/공용탕/사우나 맥락 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
203,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14725479,ja,2025/9/13,2025年9月宿泊,5,5,5,美人の湯を満喫、佐賀県の人の良さを感じました。,和室 【はじめての方におすすめ】温泉湯豆腐＆佐賀牛+若楠豚で佐賀満喫しゃぶしゃぶプラン,844,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,aging_or_access,温泉;露天;露天風呂;大浴場;露天風呂付,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
204,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14717683,ja,2025/9/9,2025年9月宿泊,2,1,4,夫婦間でのコミニュケーションと癒し,和室 【離れ/水明荘】当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき＜お部屋食＞プラン,57,yes,open_air_public_bath;public_bath,public_bath_hot_spring;booking_confusion,operation_recheck,露天;露天風呂,공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
205,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14716592,ja,2025/9/8,2025年8月宿泊,4,4,4,子連れにおすすめ,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/特選佐賀牛＆厳選若楠豚のグルメ焼肉プラン,55,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,トロトロ,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
206,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14709116,ja,2025/9/6,2025年9月宿泊,4,4,3,ゆっくり出来ました。,和室 【会～迷ったらこちら】旬の嬉野・佐賀を味わうこだわり懐石/レストラン個室食,54,yes,public_bath,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,水風呂,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
207,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14701579,ja,2025/9/2,2025年9月宿泊,4,5,3,料理は最高,和室 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,89,no,unclear,,cleanliness,,주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
208,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14701193,ja,2025/9/2,2025年9月宿泊,5,5,5,yatingさんのクチコミ,ツイン 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/特選佐賀牛＆厳選若楠豚のグルメ焼肉プラン,185,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
209,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14699166,ja,2025/9/1,2025年8月宿泊,2,1,3,お風呂楽しみにしていたのに、、,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,229,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;cleanliness,温泉;大浴場;掃除,"대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,cleanliness",mixed,body_positive_and_negative,high,issue_caution_calibration_needed
210,Jalan,https://www.jalan.net/yad322946/kuchikomi/7.HTML,latest_7,Jalan_14698013,ja,2025/9/1,2025年8月宿泊,4,5,2,とてもユックリできました。,和室 【じゃらん限定ファミリー】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,358,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,cleanliness,温泉;トロトロ;掃除,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,body_positive_and_negative,high,issue_caution_calibration_needed
211,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14694975,ja,2025/8/31,2025年8月宿泊,5,5,5,予想をはるかに超える良い旅行になりました,和室 【お部屋食×お値打ち】湯殿心晶メンテナンス期間限定◆数奇屋造りの別邸で愉しむ特別懐石プラン,464,yes,room_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,湯殿;心晶,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
212,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14693245,ja,2025/8/30,2025年8月宿泊,3,1,3,お茶が堪能できます,和室 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,276,yes,public_bath,public_bath_hot_spring,temperature,大浴場,대욕장/공용탕/사우나 맥락 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
213,Jalan,https://www.jalan.net/yad322946/kuchikomi/8.HTML,latest_8,Jalan_14690994,ja,2025/8/29,2025年8月宿泊,5,5,5,記念日に！！,和室 【離れ/水明荘】当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき＜お部屋食＞プラン,119,yes,public_bath,public_bath_hot_spring;booking_confusion,,大浴場,대욕장/공용탕/사우나 맥락 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
