canonical_name_ja,aliases,research_priority_seed,research_priority_score,priority_reasons,preliminary_status,lodging_type_guess,max_visible_ota_reviews,rakuten_review_count,jalan_review_count,bath_signal_keywords,discovered_sources,official_url,rakuten_url,jalan_url,official_room_text,official_bath_text,jalan_desc,source_checked_at
由布院倶楽部,由布院倶楽部,Tier 3 / 보류,56,rakuten_presence | jalan_presence | review_pool_200_plus | public_bath_signal | source_flow_keyword | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,291,291,142,has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/184560/184560.html,https://www.jalan.net/yad308342/,,,4.2 142件 夕食、接客、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 客室は40㎡と広々♪由布岳一望の露天風呂で自家源泉を愉しめて一年中遊べる温水プールあり♪由布院駅から徒歩5分人気観光地“湯の坪通り”まで徒歩5分と最適な立地♪チェックアウトは11時なのでゆっくりと♪ 【アクセス】 JR由布院駅より徒歩5分／湯布院ICより車で10分／大分市内より車で1時間、福岡市内より車で１時間40分 MAP,2026-06-30
ロングライフリゾート 由布院別邸,ロングライフリゾート 由布院別邸,Tier 3 / 보류,55,official_ryokan_association | all_or_many_room_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_room_open_air,official_ryokan_association,https://www.longlife-resort.jp/resort/yufuin/,,,洋7,各部屋にあり,,2026-06-30
エンゼルグランヴィラ由布院（旧ときリゾート由布院別邸）,エンゼルグランヴィラ由布院（旧ときリゾート由布院別邸） | エンゼルグランヴィラ由布院(旧ロングライフリゾート由布院別邸),Tier 3 / 보류,54,rakuten_presence | jalan_presence | some_room_bath_signal | private_or_family_bath_signal | public_bath_signal | luxury_or_specialty_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,5,,5,has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/198983/198983.html,https://www.jalan.net/yad317070/,,,4.6 5件 清潔感、風呂、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 由布岳の麓に広がる豊かな自然の中に佇むプライベートリゾート。客室に備わる温泉露天風呂からは四季折々に移ろう由布院の絶景をひとり占め。誰にも邪魔されない静寂の中でゆったりとお過ごしください☆ 【アクセス】 大分空港より車にて約50分 JR由布院駅から車にて10分 大分自動車道湯布院ICより3分 MAP,2026-06-30
由布院温泉 旅館 ほたるの宿 仙洞,ほたるの宿 仙洞（せんどう） | 由布院温泉 旅館 ほたるの宿 仙洞,Tier 3 / 보류,54,rakuten_presence | jalan_presence | review_pool_500_plus | public_bath_signal | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,1727,845,"1,727",has_onsen_keyword,jalan_spot_list | rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/41834/41834.html,https://www.jalan.net/yad323841/,,,"4.1 1,727件 夕食、風呂、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 木立に囲まれた田舎風の佇まいの宿。周囲には金鱗湖、民芸村と散策に便利。客室は洋室、和室、離れを用意。男女別露天風呂は滞在中いつでも入浴できる。例年５月下旬から６月上旬頃には「ほたる」が見れる 【アクセス】 湯布院駅より車で５分。湯布院ＩＣより車で１０分。 MAP",2026-06-30
石畳に佇む明治創業の老舗宿 右丸旅館,石畳に佇む明治創業の老舗宿 右丸旅館,Tier 3 / 보류,54,jalan_presence | review_pool_500_plus | private_or_family_bath_signal | public_bath_signal | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,861,,861,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad325228/,,,4.5 861件 夕食、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院の奥座敷、湯平温泉の情緒ある石畳の坂道に立つ、明治創業の老舗旅館。お食事は朝夕ともに部屋食(離れは専用個室食事処）露天風呂をはじめ、すべてのお風呂が貸切可能で温泉三昧できます。 【アクセス】 湯布院ＩＣより20分。すぐの信号を右折、国道210号線を大分方面へ15分、湯平大橋を渡り5分。 MAP,2026-06-30
ゆふいん山水館,ゆふいん山水館,Tier 3 / 보류,53,official_ryokan_association | jalan_presence | review_pool_200_plus | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,343,,343,has_onsen_keyword | has_public_bath,official_ryokan_association | jalan_spot_list,http://www.sansuikan.co.jp/,,https://www.jalan.net/yad358734/,和39・洋39・和洋5,内2・露2・サ2,4.6 343件 夕食、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ＜豪華な夕食バイキング＞が誕生！ 出来たてが楽しめる「ライブキッチン」に滞在中は「ドリンク飲み放題」♪ 充実したサービスと由布岳を眺める温泉で、リラックスしたひとときをお過ごしください 【アクセス】 JR由布院駅より徒歩約5分。大分自動車道湯布院ICより車で約15分。 MAP,2026-06-30
ゆふいん花由,ゆふいん花由,Tier 3 / 보류,51,official_ryokan_association | some_room_bath_signal | public_bath_signal,core_official_ryokan_association,unclear,,,,has_public_bath,official_ryokan_association,http://www.hanayoshi.co.jp/,,,和・和洋（全29室・離あり ・風呂付あり）・特1,内2・露2,,2026-06-30
旅館 百合,旅館 百合,Tier 3 / 보류,51,official_ryokan_association | jalan_presence | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_public_bath | has_private_bath,official_ryokan_association | jalan_spot_list,http://ryokan-yuri.com/,,https://www.jalan.net/yad308398/,和9（風呂付2）,家2・露2（男女交替制）,駅から徒歩５分、全室川に面し、川越しに四季折々の景色が楽しめます！ 今なら貸切風呂が入り放題♪湯布院屈指の老舗料理店とのコラボも実施しています♪ この機会に湯布院の魅力を満喫しに来てください☆ 【アクセス】 由布院ICより車で約１０分 JR由布院駅より徒歩約６分 MAP,2026-06-30
日の春旅館,日の春旅館 | 由布院温泉 日の春旅館,Tier 3 / 보류,51,official_ryokan_association | jalan_presence | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_public_bath | has_private_bath,official_ryokan_association | jalan_spot_list,http://www.hinoharu.jp/,,https://www.jalan.net/yad340740/,和11（風呂付9）,露2・家3（内1・露2）,【貸切風呂無料】自然の趣きを大切にした宿。観光の中心地にありながら湯量豊富な露天風呂と由布院ならではの美味しい料理を味わえる。 【アクセス】 JR由布院駅から徒歩15分、車で5分。高速湯布院インターから車で10分。 MAP,2026-06-30
湯布院 山灯館,湯布院 山灯館,Tier 3 / 보류,51,official_ryokan_association | some_room_bath_signal | public_bath_signal,core_official_ryokan_association,unclear,,,,has_room_open_air | has_public_bath,official_ryokan_association,http://www.yufuin-santokan.com/,,,和12・洋1（露天付6）,内2・露2,,2026-06-30
由布の宿 きふう,アットホームな宿 由布の宿 きふう | 由布の宿 きふう,Tier 3 / 보류,51,official_ryokan_association | jalan_presence | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_public_bath | has_private_bath,jalan_spot_list | official_ryokan_association,http://kifuu258.wix.com/yufuin,,https://www.jalan.net/yad378738/,和4・洋2,内1・露1 ＊貸切利用可,■全6室の小さな宿。入口には四季折々の草花が出迎え粋な心づかいにホッと安らぐ宿です｡ゆったりサイズの露天風呂と岩風呂は無料で貸切ＯＫ！季節の素材の朝食を堪能♪ 【アクセス】 由布院駅より車で５分。徒歩１５分。湯布院ＩＣから車で１５分。 MAP,2026-06-30
由布院 いよとみ,由布院 いよとみ,Tier 3 / 보류,51,official_ryokan_association | jalan_presence | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,unclear,,,,has_onsen_keyword | has_public_bath | has_private_bath,official_ryokan_association | jalan_spot_list,http://www.iyotomi.jp/,,https://www.jalan.net/yad320384/,和9（内湯付1）・洋3（シングル1）・和洋1,家3（内2・露1）,5つの100％天然温泉はすべて貸切！ お食事は朝夕ともに、地の恵みを活かした旬のごちそうをお愉しみいただけます。 一人旅も大歓迎です。 【アクセス】 ＪＲ由布院駅より徒歩7分・車にて3分 大分自動車道湯布院ＩＣより車にて約10分 MAP,2026-06-30
由布院 山ぼうし,由布院 山ぼうし,Tier 3 / 보류,51,official_ryokan_association | jalan_presence | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,unclear,,,,has_public_bath | has_private_bath,official_ryokan_association | jalan_spot_list,http://www.yamabo.jp/,,https://www.jalan.net/yad300354/,和6・洋4（シングル1）,内2・露2・家1（内）,当館は由布院駅まで徒歩7分、湯布院の中心由布見通りと湯の坪街道の中心にあります。安心安全に最大限配慮しながら皆様のお越しをお待ちいたしております。≪全室禁煙≫ 2024年10月1日より入湯税250円 【アクセス】 JR由布院駅、駅前バスセンターより徒歩7分。大分自動車道湯布院ICより7分。 MAP,2026-06-30
湯布院温泉 御宿 由布乃庄,湯布院温泉 御宿 由布乃庄 | 御宿 由布乃庄,Tier 3 / 보류,48,rakuten_presence | jalan_presence | review_pool_500_plus | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,1637,591,"1,637",has_onsen_keyword | has_private_bath,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/106080/106080.html,https://www.jalan.net/yad325334/,,,"4.8 1,637件 朝食、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ■季節ごとの自然の彩りに心和む、湯布院塚原高原の１軒宿。入り放題の貸切温泉や大分名産 豊後牛の炭火焼をメインとした創作料理の数々も好評。誰にも邪魔されない寛ぎの時間をお過ごしくださいませ。 【アクセス】 大分自動車道（由布岳スマートＩＣの場合）約５分※ＥＴＣ搭載車のみ（湯布院ＩＣの場合）約１５分 MAP",2026-06-30
豊後水道絶品海鮮が自慢の料理宿 木蓮,豊後水道絶品海鮮が自慢の料理宿 木蓮,Tier 3 / 보류,48,jalan_presence | review_pool_200_plus | private_or_family_bath_signal | public_bath_signal | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,393,,393,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad365654/,,,3.8 393件 夕食、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【料理重視派におすすめ】佐賀関で獲れた地魚＆奥豊後豚の木蓮鍋が好評。２つの貸切露天風呂は化粧水いらずの源泉100％掛流し美人湯。お部屋食プランもあり、ゆったり寛げるアットホームなおもてなしが◎ 【アクセス】 大分自動車道湯布院ＩＣより車で約10分。金鱗湖より徒歩10分。佛山寺より徒歩３分程でございます。 MAP,2026-06-30
８A１(やえいち),８A１(やえいち),Tier 3 / 보류,48,jalan_presence | all_or_many_room_bath_signal | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,27,,27,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad311444/,,,4.8 27件 接客、清潔感、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 組子細工と手作り家具が彩る和モダン空間で過ごす、ゆふいん時間。全室源泉掛け流し風呂付きで、静かな田園と駅近の利便性を両立し、自然の魅力を満喫できます。この心地よさは、連泊での滞在にも最適です。 【アクセス】 由布院駅から徒歩7分、由布院駅前バスセンターから徒歩9分、湯布院ICから車で9分 MAP,2026-06-30
ゆふいん 湯平温泉 山荘松屋,ゆふいん 湯平温泉 山荘松屋,Tier 3 / 보류,46,rakuten_presence | jalan_presence | review_pool_200_plus | public_bath_signal | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,294,188,294,has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/70905/70905.html,https://www.jalan.net/yad327894/,,,4.8 294件 夕食、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 山の中の静かな温泉街。ノスタルジックな雰囲気漂う温泉街に佇む当館。 豊後牛・契約農家のお米と野菜で、お料理が好評。 露天風呂付き・『離れ客室』が大人気♪ 湯平駅からの送迎もOK！要お問い合わせ。 【アクセス】 JR久大本線 由布院駅から車で25分／湯平駅から車で10分（※湯平駅 無料送迎可） MAP,2026-06-30
星降る宿 星庵,星降る宿 星庵,Tier 3 / 보류,46,jalan_presence | all_or_many_room_bath_signal | public_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword | has_room_open_air,jalan_spot_list,,,https://www.jalan.net/yad390117/,,,湯布院の高台にひっそりと佇む温泉宿。全室に露天風呂を完備し、誰の目を気にすることなく温泉をご堪能いただけます。夕食は、おおいた和牛の「しゃぶすき鍋」など地元の味覚をお楽しみください 【アクセス】 JR由布院駅より車で3分、徒歩で約25分 、大分自動車道・湯布院ICより車で5分 MAP,2026-06-30
由布院温泉 山荘 四季庵,由布院温泉 山荘 四季庵 | 山荘 四季庵,Tier 3 / 보류,46,rakuten_presence | jalan_presence | review_pool_500_plus | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,2087,670,"2,087",has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/41833/41833.html,https://www.jalan.net/yad326280/,,,"4.5 2,087件 夕食、部屋、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 客室はすべて離れ形式で全棟に露天又は内湯が備わっている。世界遺産の白川郷より移築したお食事処で味わうおおいた和牛や地鶏の炭火焼きは格別。由布岳が目前に迫る露天とともに旅の気分を盛り上げてくれる 【アクセス】 湯布院駅より車で１５分。湯布院ＩＣより車で２５分。 MAP",2026-06-30
由布院温泉 朝霧のみえる宿 ゆふいん花由,由布院温泉 朝霧のみえる宿 ゆふいん花由 | 由布岳一望 朝霧のみえる宿 ゆふいん花由,Tier 3 / 보류,46,rakuten_presence | jalan_presence | review_pool_500_plus | luxury_or_specialty_signal,core_ota_onsen_candidate,ryokan_or_inn,2517,1036,"2,517",has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/76377/76377.html,https://www.jalan.net/yad321273/,,,"4.7 2,517件 部屋、風呂、夕食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ロビーから大パノラマで見える「朝霧」はゆふいん花由を訪れたら見ていただきたい自慢の光景。 【重要】駐車場・フロント・電話対応の一時休止のお知らせ（イチオシ紹介に詳細） 【アクセス】 大分自動車道湯布院ＩＣより車で３分。ＪＲ由布院駅よりタクシーで８分程です。送迎もございます。 MAP",2026-06-30
由布院温泉 癒しの里 観布亭,癒しの里 観布亭（かんぷてい） | 由布院温泉 癒しの里 観布亭,Tier 3 / 보류,46,rakuten_presence | jalan_presence | review_pool_500_plus | public_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,1163,259,"1,163",has_onsen_keyword,jalan_spot_list | rakuten_area_list,,https://travel.rakuten.co.jp/HOTEL/56821/56821.html,https://www.jalan.net/yad321091/,,,"4.4 1,163件 風呂、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 雄大な由布岳を眺めながら、お部屋の半露天風呂で静かなひとときを。 全6室だからこそ叶う、きめ細やかなおもてなし。 湯上りには無料の生ビールやアイスのサービスが好評です。 【アクセス】 湯布院インターより車で7分。由布院駅より徒歩15分 MAP",2026-06-30
由布院 多津川別邸,由布院 多津川別邸,Tier 3 / 보류,44,jalan_presence | some_room_bath_signal | source_flow_keyword | luxury_or_specialty_signal,secondary_onsen_lodging,ryokan_or_inn,43,,43,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad381406/,,,5.0 43件 部屋、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【2024年10月より、お風呂リニューアルいたしました！】 客室から由布岳と由布院列車を一望出来る立地に佇み、源泉かけ流し100％の温泉は宿泊中何度でも利用可能です。 【アクセス】 由布院駅より車で10分 MAP,2026-06-30
お宿 木蓮,お宿 木蓮,Tier 3 / 보류,43,official_ryokan_association | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_public_bath | has_private_bath,official_ryokan_association,https://hpdsp.jp/mokuren/,,,和5・洋1・和洋1,露2・家2（全て貸切利用可）,,2026-06-30
ペンションゆふいん,ペンションゆふいん | ペンション ゆふいん,Tier 3 / 보류,43,official_ryokan_association | jalan_presence | private_or_family_bath_signal | public_bath_signal | non_ryokan_lodging_type_penalty,core_official_ryokan_association,pension,,,,has_public_bath | has_private_bath,official_ryokan_association | jalan_spot_list,http://www.yufuin.info,,https://www.jalan.net/yad339682/,和1・洋10,露1（混浴）・家3,★１９７７年に九州で最初にオープンした、好立地なペンションです♪ 由布院の歴史を歩むとともに、当時からの趣が詰まった心温まる宿です！ 心温まるおもてなしを、皆さまに感じて頂けたらと思います☆ 【アクセス】 ■□■ 由布院駅より、徒歩7分。お車で2分程です。■□■ MAP,2026-06-30
ペンション木綿恋記,ペンション木綿恋記 | ホテル木綿恋記（ゆふごいき）,Tier 3 / 보류,43,official_ryokan_association | jalan_presence | private_or_family_bath_signal | public_bath_signal | non_ryokan_lodging_type_penalty,core_official_ryokan_association,pension,,,,has_public_bath | has_private_bath,official_ryokan_association | jalan_spot_list,http://www.asahi-net.or.jp/~bs9s-iwo/,,https://www.jalan.net/yad376369/,和10・洋8,内2・家2・露１,「ホテル 木綿恋記（ゆふごいき）」は湯布院の街中にありながら、懐かしさを感じる隠れ家のような宿です。 気ままな散策や外食等あなただけの湯布院時間をお楽しみいただけます。 ※Wi-Fi完備、駐車場無料 【アクセス】 大分自動車道 湯布院ICより車で 約10分。JR由布院駅より徒歩 約15分。金鱗湖まで徒歩 約12分。 MAP,2026-06-30
御宿 一禅,御宿 一禅,Tier 3 / 보류,43,official_ryokan_association | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_public_bath | has_private_bath,official_ryokan_association,http://www.oyado-ichizen.com/,,,和12・和洋1（離あり）,露2・家1（露）,,2026-06-30
旅館 弘法亭（夢想園内）,旅館 弘法亭（夢想園内）,Tier 3 / 보류,43,official_ryokan_association | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_public_bath | has_private_bath,official_ryokan_association,http://www.musouen.co.jp/yado/,,,和19・和洋1,露3・家4,,2026-06-30
湯めぐりホテル 山光園,湯めぐりホテル 山光園,Tier 3 / 보류,43,official_ryokan_association | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,hotel_or_resort,,,,has_public_bath | has_private_bath,official_ryokan_association,http://www.yufuin-sankouen.com/index.html,,,和19・特別3（風呂付）・離3,内2・露2・家6（内2・露4）,,2026-06-30
由布院 元（はじめ）,由布院 元（はじめ）,Tier 3 / 보류,43,official_ryokan_association | private_or_family_bath_signal | public_bath_signal,core_official_ryokan_association,unclear,,,,has_public_bath | has_private_bath,official_ryokan_association,https://yufuin-zen.com/,,,和洋10,家4（露2・内2）,,2026-06-30
ゆふいん束ノ間,ゆふいん束ノ間 | ゆふいん 束ノ間,Tier 3 / 보류,41,official_ryokan_association | jalan_presence | public_bath_signal,core_official_ryokan_association,unclear,,,,has_onsen_keyword | has_public_bath,official_ryokan_association | jalan_spot_list,https://tsukanoma.club/,,https://www.jalan.net/yad395408/,和洋2・和7（各部屋内風呂付）,大露天風呂 男女各1,暮らしの中に“温泉のある時間”を心身の為に少しでも取入れて頂く 普段使いの温泉保養集落です。 自然の恩恵を与った広大な土地に建物が点在する集落なので 静かでゆったりとした時間が流れています。 【アクセス】 ◆ＪＲ久大本線 由布院駅よりお車にて５分 ◆大分自動車道湯布院ＩＣから県道２１６号線約６ｋｍ約８分 MAP,2026-06-30
由布院 ことぶき花の庄,由布院 ことぶき花の庄 | 由布院ことぶき花の庄,Tier 3 / 보류,41,official_ryokan_association | jalan_presence | public_bath_signal,core_official_ryokan_association,ryokan_or_inn,,,,has_public_bath,official_ryokan_association | jalan_spot_list,http://www.hananosho.co.jp/,,https://www.jalan.net/yad392120/,和46・洋4,内2・露2・サ2,由布院駅徒歩５分。由布岳を望む客室、風情のある二千坪のお庭に能舞台(9月に夜能開催)、茅葺きの「ほたる舎(囲炉裏付)」「水車小屋(茶室)」、木々に囲まれた山里の雰囲気ある佇まいのお宿です。 【アクセス】 由布院駅より徒歩５分・タクシー３分。湯布院ＩＣより車で８分 MAP,2026-06-30
湯布院温泉郷 グランピング COMOREBI (コモレビ),湯布院温泉郷 グランピング COMOREBI (コモレビ),Tier 3 / 보류,40,jalan_presence | review_pool_50_plus | some_room_bath_signal | public_bath_signal | luxury_or_specialty_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,175,,175,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad302276/,,,4.6 175件 朝食、夕食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 客室露天風呂付きリニューアルルームが続々登場！ 一つは客室内に個室サウナと五右衛門風呂の水風呂、そして自然を一望できる露天風呂あり 冬でも暖房や防寒着・膝掛けなど多数貸し出しありで安心。 【アクセス】 【大分空港→当施設】車で約1時間／ 【JR大分駅→JR向之原駅】電車で21分【JR向之原駅→当施設】車で約15分 MAP,2026-06-30
ＫＯＵ雅之郷,ＫＯＵ雅之郷,Tier 3 / 보류,40,jalan_presence | review_pool_200_plus | private_or_family_bath_signal | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,261,,261,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad390265/,,,4.7 261件 接客、夕食、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 自家源泉100％かけ流し温泉は３棟あり、全て貸切り家族風呂となります。全室４部屋のこじんまりとしたアットホームな宿です。BBQや焚火も出来きます。気ままに贅沢な宿まるごと貸切りプランも御座います。 【アクセス】 大分自動車道湯布院ＩＣより車で約３分。ＪＲ由布院駅より徒歩約12分です。 MAP,2026-06-30
カントリーイン麓舎,カントリーイン麓舎,Tier 3 / 보류,38,jalan_presence | review_pool_500_plus | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,592,,592,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad367812/,,,4.8 592件 夕食、風呂、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 金鱗湖や湯の坪通りに近く散策にとても便利な場所に位置しています。旅の疲れを癒す温泉は当館の自慢のひとつ。無料にて貸切利用可能です。 【アクセス】 由布院駅より車で５分。徒歩で20分。 MAP,2026-06-30
旅館 高尾荘,旅館 高尾荘,Tier 3 / 보류,38,jalan_presence | review_pool_200_plus | private_or_family_bath_signal | public_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,449,,449,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad300808/,,,5.0 449件 夕食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 露天風呂・ひのき風呂（内湯）を貸切で満喫できます。お料理は手作りの山里料理。春は新緑、初夏は蛍、秋は紅葉、冬は雪景色、四季折々の景色を部屋から楽しめる 昔ながらの温泉宿です＜全室禁煙・Wi-Fi有＞ 【アクセス】 ・ＪＲ湯平駅下車 タクシーで10分 ・ＪＲ由布院駅より 車で２０分 MAP,2026-06-30
湯平温泉 癒しの宿 鷹勝,湯平温泉 癒しの宿 鷹勝 | 癒しの宿 鷹勝,Tier 3 / 보류,38,rakuten_presence | jalan_presence | review_pool_500_plus,core_ota_onsen_candidate,ryokan_or_inn,645,645,14,has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/144993/144993.html,https://www.jalan.net/yad324866/,,,4.8 14件 接客、夕食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 福岡・銀座に生け簀料理店・会員制寿司店を構える「鷹勝」が手掛ける和風旅館。 2013年に江戸時代から続いた老舗宿を継承。 14室中、ペットも泊まれる客室は4室。 【アクセス】 湯布院インターから車で約25分。石畳通りの上方にあります。＜薬師堂入口＞よりお入り下さい。 MAP,2026-06-30
由布院温泉 和の宿 狭霧亭,由布院温泉 和の宿 狭霧亭 | 和の宿 狭霧亭（さぎりてい）,Tier 3 / 보류,38,rakuten_presence | jalan_presence | review_pool_500_plus,core_ota_onsen_candidate,ryokan_or_inn,1309,436,"1,309",has_onsen_keyword,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/41835/41835.html,https://www.jalan.net/yad315568/,,,"4.3 1,309件 夕食、朝食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 チェックアウトはゆとりの12時。 四季折々に表情を変える庭園と落ち着いた和の空間。温泉はとろみのある美肌の湯、湯上りには無料の生ビールやアイスも楽しめます。 【アクセス】 湯布院駅より車で５分。湯布院ＩＣより車で１５分。 MAP",2026-06-30
GEMS YUFUIN（2023年11月26日 NEW OPEN）,GEMS YUFUIN（2023年11月26日 NEW OPEN）,Tier 3 / 보류,36,jalan_presence | some_room_bath_signal | source_flow_keyword,core_ota_onsen_candidate,ryokan_or_inn,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad379867/,,,由布院駅前◎源泉かけ流し温泉＆本格サウナ完備のデザイナーズホテル＿カフェ＆バー併設【宿泊特典】ご滞在中ドリンク（一部除く）50％OFF！スタイリッシュな広々デザイン客室で家族やグループステイに最適 【アクセス】 JR由布院駅から徒歩1分＿源泉かけ流し温泉＆本格サウナ＿カフェ＆クラフトバー併設のライフスタイルホテル MAP,2026-06-30
お宿 野蒜山荘（のびるさんそう）,お宿 野蒜山荘（のびるさんそう）,Tier 3 / 보류,36,jalan_presence | some_room_bath_signal | private_or_family_bath_signal,core_ota_onsen_candidate,ryokan_or_inn,,,,has_room_open_air | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad311311/,,,湯布院の眺めを堪能できる自然に溶けこむ山荘。湯量豊富な美肌の湯が自慢で、何度でも無料で楽しめる貸切風呂（予約不可）や半露天付き客室はカップル・ファミリーに好評♪旬食材の手作り料理でおもてなし。 【アクセス】 JR九大本線 由布院駅より車で約5分／湯布院ＩＣより車で約10分／大分空港・福岡空港よりバスで約1～2時間 MAP,2026-06-30
かわもと別邸garden,かわもと別邸garden,Tier 3 / 보류,36,jalan_presence | private_or_family_bath_signal | public_bath_signal | source_flow_keyword,secondary_onsen_lodging,ryokan_or_inn,,,,has_onsen_keyword | has_private_bath,jalan_spot_list,,,https://www.jalan.net/yad385838/,,,どのように滞在するか お客様が創る宿 由布院駅から徒歩５分 湯布院ICから車で７分 源泉掛け流し温泉が庭園露天風呂・室内檜風呂で 広々とした庭園でバーベキューが楽しめる 1棟完全貸切別荘 【アクセス】 由布院駅から徒歩5分 湯布院ICから車で7分 敷地内に無料駐車場（大型車4台駐車可能） MAP,2026-06-30
別荘ふるさと,別荘ふるさと,Tier 3 / 보류,36,jalan_presence | private_or_family_bath_signal | public_bath_signal | source_flow_keyword | luxury_or_specialty_signal | non_ryokan_lodging_type_penalty,secondary_onsen_lodging,villa_or_rental,,,,has_onsen_keyword,jalan_spot_list,,,https://www.jalan.net/yad372942/,,,一棟二階建離れで過ごす、静かなプライベート。大人の旅、家族の旅に選ばれる隠れ宿。Ａ５ランクの豊後牛を堪能。かけ流しの露天風呂付温泉。駅から歩ける近さ。夫婦で手作り料理のおもてなしの宿 【アクセス】 ＪＲ由布院駅より徒歩６分 MAP,2026-06-30
