canonical_name_ja,aliases,preliminary_inclusion,lodging_type_guess,onsen_signal_keywords,discovered_sources,official_url,rakuten_url,rakuten_review_count,jalan_url,jalan_review_count,official_room_text,official_bath_text,room_open_air_bath_scope,public_bath_claim,private_bath_claim,jalan_desc,source_checked_at,normalized_key
志美津旅館,志美津旅館,include_onsen_signal,ryokan_or_inn,温泉 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad366367/,,,,,,,2026年9月全面リニューアルオープン「志美津旅館」が生まれ変わります。1300坪の広大な敷地に離れを含む全9室。洞窟風呂をはじめそれぞれの特長を生かした5つの温泉とサウナで心と体を癒す湯めぐりを。 【アクセス】 JR湯平駅より車で10分（無料送迎あり※要事前予約）/大分自動車道湯布院ICより大分方面へ車で約25分 MAP,2026-06-29,志美津旅館
宿 上の杜,宿 上の杜,include_onsen_signal,ryokan_or_inn,温泉 | 貸切 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad337626/,,,,,,,湯布院の貸切温泉がある宿泊できるエステサロン！由布院駅から徒歩10分。経験豊富なオーナーの施術を求めて全国から来るお客様の為に空き部屋を提供したのが始まり。一日三組だけの時間をお楽しみください。 【アクセス】 ＪＲ久大線 由布院駅より徒歩10分／湯布院ＩＣより車で10分 MAP,2026-06-29,宿上の杜
森ごと貸切・湯布院 国立公園のログハウス 彩2ndHOUSE,森ごと貸切・湯布院 国立公園のログハウス 彩2ndHOUSE,include_onsen_signal,unknown_lodging,貸切 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad309672/,,,,,,,,2026-06-29,森ごと貸切湯布院国立公園のログハウス彩2ndhouse
星降る宿 星庵,星降る宿 星庵,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad390117/,,,,,,,湯布院の高台にひっそりと佇む温泉宿。全室に露天風呂を完備し、誰の目を気にすることなく温泉をご堪能いただけます。夕食は、おおいた和牛の「しゃぶすき鍋」など地元の味覚をお楽しみください 【アクセス】 JR由布院駅より車で3分、徒歩で約25分 、大分自動車道・湯布院ICより車で5分 MAP,2026-06-29,星降る宿星庵
星野リゾート 界 由布院,星野リゾート 界 由布院,needs_manual_review,onsen_hotel_or_resort,湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad360321/,181,,,,,,4.3 181件 朝食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 由布岳に見守られるように建つ宿は、日本の原風景とも称される棚田をランドスケープとして望みます。稲作の暦を追う風景は四季を映し、心身が緩む滞在となります。 【アクセス】 湯布院IC～車で約15分／大分空港～車で約60分 ※カーナビは、マップコードで検索ください 269 417 086*82 MAP,2026-06-29,星野リゾート界由布院
清孔苑,清孔苑,include_official_association,unknown_lodging,貸切 | 風呂,official_ryokan_association,http://www.yufuin-seikouen.com/,,,,,和6・和洋4,貸切風呂あり,unknown,unknown,official_association_claim,,2026-06-29,清孔苑
石畳に佇む明治創業の老舗宿 右丸旅館,石畳に佇む明治創業の老舗宿 右丸旅館,include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 貸切 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad325228/,861,,,,,,4.5 861件 夕食、部屋、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院の奥座敷、湯平温泉の情緒ある石畳の坂道に立つ、明治創業の老舗旅館。お食事は朝夕ともに部屋食(離れは専用個室食事処）露天風呂をはじめ、すべてのお風呂が貸切可能で温泉三昧できます。 【アクセス】 湯布院ＩＣより20分。すぐの信号を右折、国道210号線を大分方面へ15分、湯平大橋を渡り5分。 MAP,2026-06-29,石畳に佇む明治創業の老舗宿右丸旅館
全室半露天付き客室 旅館由布山,全室半露天付き客室 旅館由布山,include_onsen_signal,ryokan_or_inn,温泉 | 源泉 | かけ流し | 露天 | 風呂 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad323555/,48,,,,,,4.2 48件 風呂、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 温泉重視な方オススメ。♪全て源泉かけ流し、半露天風呂付客室で周りを気にせず温泉を何回でもお楽しみいただけます。※当施設はバリヤフリーではございませんので、予めご了承ください。 【アクセス】 由布院駅から車で10分 マップコード 46 300 455*17 MAP,2026-06-29,全室半露天付き客室旅館由布山
全室露天付き離れ宿 御宿 さくら亭,全室露天付き離れ宿 御宿 さくら亭,include_onsen_signal,ryokan_or_inn,源泉 | 掛け流し | 露天 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad321704/,605,,,,,,4.5 605件 夕食、朝食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院の中心から少し離れた場所に建つ、源泉掛け流し露天付の離れ宿。 四季折々の旬の旨味を閉じ込めた会席料理。 日常を忘れ贅沢で優雅なひと時を… Instagramフォローとハッシュタグ付き投稿で特典有 【アクセス】 ◆由布院駅よりお車で5分程でございます。 MAP,2026-06-29,全室露天付き離れ宿御宿さくら亭
草庵 秋桜,草庵 秋桜 | 由布院温泉 草庵秋桜,include_official_association,ryokan_or_inn,露天,official_ryokan_association | rakuten_area_list,http://www.yufuin-kosumosu.jp/,https://travel.rakuten.co.jp/HOTEL/139452/139452.html,195,,,和6・洋1・離6 （離・全室露天付）,露2・内2・家2,all_or_many_rooms,official_association_claim,official_association_claim,,2026-06-29,草庵秋桜
草庵 秋桜（そうあん こすもす）,草庵 秋桜（そうあん こすもす）,needs_manual_review,ryokan_or_inn,由布院,jalan_spot_list,,,,https://www.jalan.net/yad316085/,,,,,,,【ミシュランガイド2018熊本・大分版にて4レッドパビリオン認定】豪華観光列車ななつ星を手掛けた水戸岡鋭治トータルデザイン。「金鱗湖」や「湯の坪街道」にほど近く、それでいて、静かな佇まいの宿。 【アクセス】 大分空港よりお車・高速バスご利用で約５０分。由布院駅より徒歩約１５分・お車約５分。 MAP,2026-06-29,草庵秋桜そうあんこすもす
草屋根の宿 龍のひげ,草屋根の宿 龍のひげ,include_official_association,ryokan_or_inn,,official_ryokan_association,http://ryunohige.com/,,,,,和4・洋3・和洋3,家5（内2・露3）,unknown,official_association_claim,official_association_claim,,2026-06-29,草屋根の宿龍のひげ
草屋根の宿 龍のひげ／別邸 ゆむた,草屋根の宿 龍のひげ／別邸 ゆむた,include_onsen_signal,ryokan_or_inn,露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad315874/,982,,,,,,5.0 982件 風呂、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【口コミ料理評価★★★★★5.0】静かな森の中に佇む隠れ家的料理宿。宿名の由来でもある『リュウノヒゲ』と呼ばれる植物を屋根に養成し、夏は涼しく、冬は暖かい。由布岳が一望できる半露天付離れも大人気 【アクセス】 湯布院ICより車で約3分、由布院駅より車で約13分 MAP,2026-06-29,草屋根の宿龍のひげ/別邸ゆむた
貸別荘 はこぶね,貸別荘 はこぶね,include_onsen_signal,villa_pension_guesthouse,温泉 | 源泉 | 掛け流し | 露天 | 家族湯 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad368365/,,,,,,,星空を眺めながら、源泉掛け流しの露天風呂（男女別）や家族湯の温泉で癒し、身も心もゆとりのひと時… 観光スポット「湯の坪街道」まで徒歩5分（350m）なので「貸別荘 はこぶね」でのご滞在がピッタリ！ 【アクセス】 〒879-5102 大分県由布市湯布院町川上２７０６ MAP,2026-06-29,貸別荘はこぶね
貸別荘 塚原ラルゴ,貸別荘 塚原ラルゴ,low_priority_or_exclude_review,villa_pension_guesthouse,湯布院,jalan_spot_list,,,,https://www.jalan.net/yad379127/,18,,,,,,5.0 18件 夕食、接客、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 大分県で唯一「日本で最も美しい村連合」に加盟している塚原高原の貸別荘です。 雨の日や寒い季節でも「BBQ小屋」があるので、一年通してBBQが出来ます。 一日一組限定で高原生活を楽しんでください！ 【アクセス】 大分自動車道（由布岳スマートＩＣの場合）約５分※ＥＴＣ搭載車のみ（湯布院ＩＣの場合）約１５分 MAP,2026-06-29,貸別荘塚原ラルゴ
大吉旅館,大吉旅館,needs_manual_review,ryokan_or_inn,湯布院,jalan_spot_list,,,,https://www.jalan.net/yad336836/,52,,,,,,4.9 52件 夕食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 女将お手製、自慢の和洋食をお腹いっぱい満喫♪ 豊後牛の陶板焼き、ヤマメの塩焼きなどをメインにその他10品をご提供。地元の名産を心行くまでお愉しみください！ 【アクセス】 JR久大本線湯平駅より車で10分／大分道湯布院ICより車で30分 MAP,2026-06-29,大吉旅館
大正ロマンの宿 御宿 由府両築,大正ロマンの宿 御宿 由府両築,include_onsen_signal,ryokan_or_inn,源泉 | かけ流し | 貸切 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad309147/,650,,,,,,4.7 650件 朝食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 大正14年創業、築約百年の古民家を活かした小さな湯宿。湯の坪街道沿いでも静かで、源泉かけ流し貸切風呂は24時間自由。 時の重なりを感じる空間で日常を忘れ、心ほどけるひとときをゆっくりどうぞ。 【アクセス】 JR由布院駅から徒歩10分、湯布院ICより車で7分、湯布院の中心・湯の坪街道まで徒歩30秒 MAP,2026-06-29,大正ロマンの宿御宿由府両築
大正由布の花,大正由布の花,needs_manual_review,unknown_lodging,湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad363726/,,,,,,,由布院市街より徒歩、程なくに佇む素泊まり宿。 敷地内は時々を感じる草花が彩り、石が在る。 懐かしさと趣きが心落ち着く空間で、寛ぎと癒しの時間をお愉しみくださいませ。 【アクセス】 JR由布院駅からお車で約7分、湯布院ＩＣより車で10分、湯布院の中心より少し離れた閑静な場所にございます MAP,2026-06-29,大正由布の花
塚原高原 恵里菜 ＫＵＭＡＧＡＩ ＢＯＫＵＪＯ（貸別荘）,塚原高原 恵里菜 ＫＵＭＡＧＡＩ ＢＯＫＵＪＯ（貸別荘）,low_priority_or_exclude_review,villa_pension_guesthouse,風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad360772/,225,,,,,,4.8 225件 朝食、風呂、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 塚原高原の大パノラマと満天の星空、夜明けの風景も感動もの！ 貸別荘でプライベートなひとときを。 黒毛和牛の炭火焼きやしゃぶしゃぶ、バーベキューなど料理も大好評。 【アクセス】 大分自動車道：湯布院ICより車で約20分または由布岳スマートICより車で約6分。JR由布院駅より車で約16分。 MAP,2026-06-29,塚原高原恵里菜kumagaibokujo貸別荘
鉄道と山の見える家,鉄道と山の見える家,needs_manual_review,unknown_lodging,,jalan_spot_list,,,,https://www.jalan.net/yad373112/,,,,,,,,2026-06-29,鉄道と山の見える家
天ゆふ,天ゆふ,needs_manual_review,unknown_lodging,,jalan_spot_list,,,,https://www.jalan.net/yad331237/,,,,,,,,2026-06-29,天ゆふ
天空の宿 ゆふそら,天空の宿 ゆふそら,include_onsen_signal,ryokan_or_inn,貸切 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad365218/,,,,,,,"600坪の森に佇む30坪・平屋の一棟貸切宿。 由布岳と盆地を一望する絶景ドッグランを併設、ワンちゃんは2頭まで無料(3頭目から2,000円) 愛犬と非日常を愉しむ贅沢なひとときを。※室内は要マナーベルト着用 【アクセス】 大分自動車道下車、湯布院ＩＣより約１５分 MAP",2026-06-29,天空の宿ゆふそら
田舎村 いなか荘,田舎村 いなか荘,include_onsen_signal,ryokan_or_inn,貸切 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad311290/,75,,,,,,4.5 75件 夕食、接客、朝食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【1日4組限定】お風呂は貸切風呂のみ！ 創業30年以上、豊後牛と薩摩地鶏の炭火焼が人気！ 宿からは山や川が見えるのどかな風景が広がります。 お部屋は和室８畳とキッチンがついており持ち込みもＯＫ 【アクセス】 湯布院ＩＣより車で15分。由布院駅よりタクシーで7分。 MAP,2026-06-29,田舎村いなか荘
湯めぐりホテル 山光園,湯めぐりホテル 山光園,include_official_association,onsen_hotel_or_resort,風呂,official_ryokan_association,http://www.yufuin-sankouen.com/index.html,,,,,和19・特別3（風呂付）・離3,内2・露2・家6（内2・露4）,some_rooms,official_association_claim,official_association_claim,,2026-06-29,湯めぐりホテル山光園
湯らり 六妙,湯らり 六妙,include_onsen_signal,unknown_lodging,温泉 | 源泉 | かけ流し | 露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad345269/,,,,,,,【5棟限定】全室露天風呂付き離れのお宿。静かで落ち着いたノスタルジックな異空間です. 温泉は源泉100%かけ流し！！ お食事は付いておりませんが、お近くのお食事処をご紹介できます。＜全室Wi-Fi完備＞ 【アクセス】 大分道湯布院出口より車で5分。ＪＲ由布院駅より徒歩10分。大分空港より直通バスで55分。 MAP,2026-06-29,湯らり六妙
湯富里の宿 一壺天,湯富里の宿 一壺天,include_official_association,ryokan_or_inn,,official_ryokan_association,http://www.ikkoten.com/,,,,,和洋8,各部屋にあり,all_or_many_rooms,unknown,official_association_claim,,2026-06-29,湯富里の宿一壺天
湯布の風屋,湯布の風屋,include_onsen_signal,unknown_lodging,温泉 | 露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad311542/,,,,,,,◆1日1組限定◆ 国内でも希少な天然温泉「青湯」の露天風呂付き貸別荘で贅沢なひとときを 最大10名迄利用可能、4名様まで同料金！ バーベキューや囲炉裏体験も楽しめて 無料駐車場も完備（2～3台可） 【アクセス】 JR久大本線・由布院駅（車で約5分）／大分自動車道・湯布院IC下車（車で約10分） MAP,2026-06-29,湯布の風屋
湯布ゆらら山荘,湯布ゆらら山荘,include_onsen_signal,ryokan_or_inn,温泉 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad360143/,,,,,,,まるまる一棟貸し切りの美肌温泉付き貸別荘。ご家族、グループからも大人気。お部屋から由布岳が望め、アクセスも良くお部屋も広いので20名以上も受け入れ可。 バーベキュー台あり4名様まで同一料金です。 【アクセス】 湯布院I・Cを出て、最初の信号を直進し、道の駅湯布院を左に見ながら次の信号を左折、約100Mで右手に入る。 MAP,2026-06-29,湯布ゆらら山荘
湯布院 ソナタ,湯布院 ソナタ,include_onsen_signal,unknown_lodging,温泉 | 露天 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad363258/,,,,,,,★―露天風呂もついてて、立地条件抜群！！―★ 湯布院観光にとても便利。そして温泉付き ・由布院駅から徒歩15分 ・金鱗湖まで徒歩5分 ・湯の坪街道まで徒歩3分 【アクセス】 湯布院ICから車で約10分。由布院駅から車で約5分、徒歩約15分。 MAP,2026-06-29,ソナタ
湯布院 ほてい屋,湯布院 ほてい屋 | 湯布院ほてい屋,include_official_association,unknown_lodging,湯布院 | 由布院,official_ryokan_association | jalan_spot_list,http://www.hoteiya-yado.jp/,,,https://www.jalan.net/yad342312/,,和11・和洋2,露2・家1（露）,unknown,official_association_claim,official_association_claim,日常の喧噪から離れ ゆふいんの地でふるさとの風情と 懐かしい時間に心を馳せる... 【アクセス】 ＪＲ由布院駅より徒歩２５分（無料送迎あり）、湯布院ＩＣより車で１０分 MAP,2026-06-29,ほてい屋
湯布院 ホテル森のテラス,湯布院 ホテル森のテラス,include_onsen_signal,onsen_hotel_or_resort,温泉 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad396522/,365,,,,,,4.6 365件 朝食、夕食、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ヨーロッパを訪れたようなレンガ調の隠れ家ホテル 静かな森の中で温泉と美食の癒し旅を・・・ 都会の喧騒から離れ、のんびり至福の時をお過ごし下さい。 ＜全室無料Wi-Fi完備＞ 【アクセス】 【電車】JR久大本線由布院駅より車で約8分（2.5㎞） 【車】大分自動車道 湯布院ICより約5分（1.7㎞） MAP,2026-06-29,ホテル森のテラス
湯布院 山下湖ロッジ,湯布院 山下湖ロッジ,include_onsen_signal,unknown_lodging,温泉 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad383584/,155,,,,,,4.6 155件 風呂、清潔感、部屋 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院・九重の観光に最適。隣室のない戸建のロッジ(コテージ）は完全独立。各ロッジは温泉のお風呂付なので、ゆっくり自由に入浴。家族や職場の仲間で。新しい旅の選択肢が広がります。 【アクセス】 湯布院ICより車で20分。水分峠より、やまなみハイウェイを進み7キロ。山下湖ロッジへの看板から2分 MAP,2026-06-29,山下湖ロッジ
湯布院 山灯館,湯布院 山灯館,include_official_association,unknown_lodging,露天 | 湯布院,official_ryokan_association,http://www.yufuin-santokan.com/,,,,,和12・洋1（露天付6）,内2・露2,all_or_many_rooms,official_association_claim,unknown,,2026-06-29,山灯館
湯布院 星の里,湯布院 星の里,include_onsen_signal,unknown_lodging,温泉 | 源泉 | かけ流し | 貸切 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad371960/,,,,,,,源泉100％かけ流しのとろっとろの天然温泉。(貸切風呂) ・中心地から離れているため、鳥や虫の鳴き声が聞こえるほど静かな空間 ・金鱗湖まで徒歩20分 ・由布院駅より無料送迎。(16:30/17:30/18:30) 【アクセス】 湯布院I.Cから車で約15分。由布院駅から車で約10分(無料送迎あり)。金鱗湖から徒歩約20分です。 MAP,2026-06-29,星の里
湯布院 塚原高原 山荘 どんぐり,湯布院 塚原高原 山荘 どんぐり,needs_manual_review,ryokan_or_inn,湯布院,jalan_spot_list,,,,https://www.jalan.net/yad327305/,318,,,,,,4.9 318件 夕食、接客、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ★アフリカンサファリまで車で10分★湯布院・別府を満喫できちゃう連泊プランも大好評！夏は高原リゾートで涼しく避暑を♪ファミリー・カップル・親しい仲間と過ごせる１棟独立型コテージでBBQを楽しもう！ 【アクセス】 大分自動車道 【湯布院ICより：約15分】【由布岳スマートIC（注：ETC搭載車のみ利用可）より：約3分】 MAP,2026-06-29,塚原高原山荘どんぐり
湯布院 柚木庵,湯布院 柚木庵,include_onsen_signal,ryokan_or_inn,温泉 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad354486/,,,,,,,自然と由布岳を堪能【柚木庵】天然温泉付き／広々とした贅沢な邸宅 【別邸】自宅のように寛げる邸宅 【アクセス】 湯布院ICより約7分（やまなみハイウェイ/県道216号 経由） MAP,2026-06-29,柚木庵
湯布院 旅館おかえり,湯布院 旅館おかえり,include_onsen_signal,ryokan_or_inn,貸切 | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad314450/,,,,,,,【５つの貸切風呂無料】全８室の古風な宿。ノスタルジックでレトロな雰囲気をお楽しみください。 由布院駅から徒歩７分。買い物、観光にも抜群。無料自転車、フリードリンク、湯上り休憩所とコスパ良し！ 【アクセス】 JR由布院駅より徒歩７分。湯布院ICより車で１０分。 MAP,2026-06-29,おかえり
湯布院 樂涌,湯布院 樂涌,include_onsen_signal,unknown_lodging,源泉 | かけ流し | 露天 | 風呂 | 湯布院 | 由布院,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/191814/191814.html,27,https://www.jalan.net/yad381640/,,,,,,,【2024年3月OPEN】全10室に源泉かけ流し露天風呂を完備。由布院盆地を見下ろす高台に在る一軒の旅館。春夏の豊かな緑、秋の美しい紅葉、冬の立ち上る湯けむりと雲海、四季折々の風情をお樂しみください 【アクセス】 JR由布院駅からお車で約7分、湯布院ICからお車で約10分 MAP,2026-06-29,樂涌
湯布院ガーデンホテル,湯布院ガーデンホテル,include_official_association,onsen_hotel_or_resort,露天 | 貸切 | 湯布院,official_ryokan_association | jalan_spot_list,https://www.yufuin-gardenhotel.jp/,,,https://www.jalan.net/yad356060/,48,和10・洋11（バストイレ付10）・ コテージ1,内2・露天2・貸切露天2 （ペット可）,unknown,official_association_claim,official_association_claim,4.5 48件 夕食、朝食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 由布岳を一望するロケーションに、九州最大級の天然芝ドッグランを完備。 黒毛和牛ステーキ、しゃぶしゃぶやズワイ蟹他豪華バイキングをお楽しみください。 全室ペットとご一緒にお過ごしいただけます♪ 【アクセス】 湯布院IC出口信号右折、国道２１０号線を大分方面へ。１つ目の信号左折、橋を渡り左折後直進４００Ｍ先右側 MAP,2026-06-29,ガーデンホテル
湯布院かほりの郷 はな村,湯布院かほりの郷 はな村 | 由布院温泉 かほりの郷 はな村,include_official_association,unknown_lodging,温泉 | 風呂 | 湯布院 | 由布院,official_ryokan_association | rakuten_area_list | jalan_spot_list,http://www.yufuin-hanamura.jp/,https://travel.rakuten.co.jp/HOTEL/43826/43826.html,742,https://www.jalan.net/yad328454/,519,和11・洋9・和洋9（風呂付あり）,内2・露2・家2（露）,some_rooms,official_association_claim,official_association_claim,4.8 519件 接客、夕食、清潔感 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院の中心「湯の坪街道」に建つ、女性に大人気の宿です。 料理長の創作料理や、肌がスベスベになる温泉に浸かって楽しいひと時をお過ごし下さい。 また、館内には、可愛い小物も沢山ありますよ♪ 【アクセス】 JR久大本線由布院駅より徒歩10分、タクシー2分。大分自動車道湯布院ICより車で5分。 MAP,2026-06-29,かほりの郷はな村
湯布院カントリーロードユースホステル,湯布院カントリーロードユースホステル,include_onsen_signal,unknown_lodging,温泉 | 源泉 | 掛け流し | 風呂 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad347915/,114,,,,,,4.8 114件 接客、夕食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 湯布院の夜景を一望できる高台に建つ【ユースホステル】★ みんなでわいわい♪旅人同士で交流を楽しみたいなら当館へ！ 源泉掛け流しのつるつる美肌の温泉や毎晩開催される楽しいイベントが大好評♪ 【アクセス】 JR由布院駅より車で5分/バスセンターより塚原行きバス ドライバーにユースホステルに行きたいと告げる MAP,2026-06-29,カントリーロードユースホステル
湯布院やわらぎの郷 やどや,湯布院やわらぎの郷 やどや,include_onsen_signal,unknown_lodging,源泉 | 湯布院 | 由布院,jalan_spot_list,,,,https://www.jalan.net/yad350988/,,,,,,,湯布院屈指の源泉とバリアフリー設備を併せ持つお宿。名峰「由布岳」を望み、由布院の観光通りに程近く散策拠点に最高の立地です。ユニバーサルデザインの空間は、幅広い世代から支持が高くリピーターも多い 【アクセス】 周辺道路はとても狭いので、比較的通行しやすい経路をお知らせいたします。当館までお問い合わせください。 MAP,2026-06-29,やわらぎの郷やどや
湯布院温泉 ｆｏｒｅｓｔ ｉｎｎ ＢＯＲＮ,湯布院温泉 ｆｏｒｅｓｔ ｉｎｎ ＢＯＲＮ | forest inn BORN,include_onsen_signal,unknown_lodging,温泉 | 湯布院,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/80781/80781.html,179,https://www.jalan.net/yad345707/,339,,,,,,5.0 339件 清潔感、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 標高600mの湯布院塚原高原の森の中、豊かな自然の中にまだ知らない隠れ家のような場所。 地元食材を使った湯布院フレンチや温泉を楽しめる私だけの秘境。 【アクセス】 大分自動車道（由布岳スマートＩＣの場合）約２分※ＥＴＣ搭載車のみ（湯布院ＩＣの場合）約２０分 MAP,2026-06-29,forestinnborn
湯布院温泉 ひすいの宿 黎明(れいめい),湯布院温泉 ひすいの宿 黎明(れいめい),include_onsen_signal,ryokan_or_inn,温泉 | 露天 | 貸切 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad374056/,469,,,,,,3.5 469件 木々に囲まれた避暑地にある静かなお宿で別荘気分を満喫。和室や洋室、温泉付きなどの多様な客室をお選びいただけます。季節ごとに趣が異なる露天風呂や貸切温泉、四季折々のお料理をお楽しみいただけます。 【アクセス】 JR湯布院駅下車、タクシーで５分 MAP,2026-06-29,ひすいの宿黎明れいめい
湯布院温泉 御宿 由布乃庄,湯布院温泉 御宿 由布乃庄 | 御宿 由布乃庄,include_onsen_signal,ryokan_or_inn,温泉 | 貸切 | 湯布院,rakuten_area_list | jalan_spot_list,,https://travel.rakuten.co.jp/HOTEL/106080/106080.html,591,https://www.jalan.net/yad325334/,"1,637",,,,,,"4.8 1,637件 朝食、夕食、接客 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 ■季節ごとの自然の彩りに心和む、湯布院塚原高原の１軒宿。入り放題の貸切温泉や大分名産 豊後牛の炭火焼をメインとした創作料理の数々も好評。誰にも邪魔されない寛ぎの時間をお過ごしくださいませ。 【アクセス】 大分自動車道（由布岳スマートＩＣの場合）約５分※ＥＴＣ搭載車のみ（湯布院ＩＣの場合）約１５分 MAP",2026-06-29,由布乃庄
湯布院温泉F,湯布院温泉F,include_onsen_signal,unknown_lodging,温泉 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad337347/,,,,,,,湯布院の温泉付き貸別荘。1日1組限定で周りを気にせず滞在。ペット同伴OKで家族やグループ旅行にも最適です。 【アクセス】 湯布院ICより車で約10分／中心部まで約5分・駐車場あり MAP,2026-06-29,f
湯布院温泉郷 グランピング COMOREBI (コモレビ),湯布院温泉郷 グランピング COMOREBI (コモレビ),include_onsen_signal,villa_pension_guesthouse,温泉 | 露天 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad302276/,175,,,,,,4.6 175件 朝食、夕食、風呂 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 客室露天風呂付きリニューアルルームが続々登場！ 一つは客室内に個室サウナと五右衛門風呂の水風呂、そして自然を一望できる露天風呂あり 冬でも暖房や防寒着・膝掛けなど多数貸し出しありで安心。 【アクセス】 【大分空港→当施設】車で約1時間／ 【JR大分駅→JR向之原駅】電車で21分【JR向之原駅→当施設】車で約15分 MAP,2026-06-29,郷グランピングcomorebiコモレビ
湯布院山荘 吾亦紅,湯布院山荘 吾亦紅,include_onsen_signal,ryokan_or_inn,源泉 | 露天 | 風呂 | 湯布院,jalan_spot_list,,,,https://www.jalan.net/yad398805/,557,,,,,,4.3 557件 風呂、朝食、夕食 高評価 実際に宿泊した会員のクチコミ評価から、4点以上の項目を最大3つまで表示しております。 【ペットと泊まれる♪】2022年4月、新棟OPEN！部屋食OK！クチコミ高評価宿♪由布岳と湯布院盆地を見渡す高台に、全室離れで源泉100％の檜と岩の露天風呂付き！お食事中もワンちゃんと一緒に過ごせます♪ 【アクセス】 湯布院インターから車で１５分。湯布院駅からタクシーで５分です。 MAP,2026-06-29,吾亦紅
